PropertyID,PropertyCode,PropertyType,PropertyCategory,BuilderID,City,State,Country,Area,BuiltUpAreaSqFt,Bedrooms,Bathrooms,ParkingSlots,Facing,BasePrice,PricePerSqFt,TotalPropertyValue,LaunchDate,PossessionDate,ListingDate,AvailabilityStatus,FurnishingStatus,PropertyAgeYears,AgentID,OwnerID,Amenities,PropertyRating,PropertyStatus
610,PRJ-APT-0610,Villa,Residential,2,Ahmedabad,Gujarat,India,Ahmedabad Area,611,3,4,0,West,2461108,4028,2461108,2020-11-25,2022-11-14,2024-03-10,No,Fully,0,45,487,"Pool,Gym,Lift",4.8,Leased
611,PRJ-APT-0611,Apartment,Residential,20,Chennai,Tamil Nadu,India,Chennai Area,1589,5,1,2,East,16552613,10417,16552613,2019-10-04,2025-03-29,2024-08-06,Yes,Semi,5,45,937,"Pool,Gym,Lift",3.2,Sold
612,PRJ-APT-0612,Apartment,Residential,20,Delhi,Delhi,India,Delhi Area,628,3,1,1,North,6970800,11100,6970800,2021-01-24,2023-12-31,2021-04-20,Yes,Fully,3,4,323,"Pool,Gym,Lift",4,Leased
613,PRJ-APT-0613,Apartment,Residential,18,Chennai,Tamil Nadu,India,Chennai Area,1610,3,1,2,West,10247650,6365,10247650,2021-08-23,2023-08-03,2021-03-07,No,Semi,10,57,212,"Pool,Gym,Lift",4.3,Under Construction
614,PRJ-APT-0614,Villa,Residential,8,Chennai,Tamil Nadu,India,Chennai Area,2376,3,3,2,East,15227784,6409,15227784,2019-06-25,2023-03-01,2025-01-07,No,Semi,0,68,386,"Pool,Gym,Lift",4.4,Under Construction
615,PRJ-APT-0615,Plot,Residential,5,Bangalore,Karnataka,India,Bangalore Area,1798,5,2,2,North,15070836,8382,15070836,2019-03-06,2025-05-06,2021-08-15,No,Semi,1,75,721,"Pool,Gym,Lift",4.2,Leased
616,PRJ-APT-0616,Apartment,Residential,14,Mumbai,Maharashtra,India,Mumbai Area,1163,3,3,1,East,8402675,7225,8402675,2020-05-07,2022-11-26,2024-11-18,No,Semi,4,55,586,"Pool,Gym,Lift",4.3,Available
617,PRJ-APT-0617,Villa,Residential,4,Ahmedabad,Gujarat,India,Ahmedabad Area,1389,1,4,2,South,6265779,4511,6265779,2022-02-06,2024-12-24,2023-11-20,Yes,Unfurnished,7,50,419,"Pool,Gym,Lift",4.7,Under Construction
618,PRJ-APT-0618,Villa,Residential,14,Chennai,Tamil Nadu,India,Chennai Area,2492,5,1,2,East,15692124,6297,15692124,2022-08-12,2023-02-11,2025-09-30,Yes,Fully,8,73,911,"Pool,Gym,Lift",3.9,Leased
619,PRJ-APT-0619,Plot,Residential,18,Pune,Maharashtra,India,Pune Area,1463,1,3,2,West,10630158,7266,10630158,2022-01-02,2023-12-31,2022-03-19,Yes,Fully,4,11,167,"Pool,Gym,Lift",4.4,Available
620,PRJ-APT-0620,Plot,Residential,3,Pune,Maharashtra,India,Pune Area,2447,4,3,0,South,23689407,9681,23689407,2022-07-13,2025-05-18,2024-04-11,No,Unfurnished,5,47,394,"Pool,Gym,Lift",3.2,Sold
621,PRJ-APT-0621,Plot,Residential,4,Delhi,Delhi,India,Delhi Area,2421,3,2,1,South,11664378,4818,11664378,2022-03-02,2024-11-03,2023-12-16,No,Fully,4,63,429,"Pool,Gym,Lift",3.8,Sold
622,PRJ-APT-0622,Villa,Residential,7,Bangalore,Karnataka,India,Bangalore Area,1456,2,2,2,North,12083344,8299,12083344,2022-03-21,2022-06-20,2025-06-13,Yes,Semi,6,37,84,"Pool,Gym,Lift",3.6,Available
623,PRJ-APT-0623,Plot,Residential,11,Mumbai,Maharashtra,India,Mumbai Area,964,2,4,1,West,7630060,7915,7630060,2019-07-26,2023-07-03,2023-03-04,No,Unfurnished,4,50,301,"Pool,Gym,Lift",4.1,Sold
624,PRJ-APT-0624,Plot,Residential,1,Pune,Maharashtra,India,Pune Area,2277,3,4,0,South,16792875,7375,16792875,2021-10-25,2024-09-05,2022-01-14,No,Fully,2,45,861,"Pool,Gym,Lift",3.3,Sold
625,PRJ-APT-0625,Plot,Residential,10,Delhi,Delhi,India,Delhi Area,1763,5,4,2,South,20103489,11403,20103489,2021-08-29,2022-11-19,2022-09-11,Yes,Semi,4,75,345,"Pool,Gym,Lift",3.8,Under Construction
626,PRJ-APT-0626,Villa,Residential,7,Delhi,Delhi,India,Delhi Area,1227,5,4,1,South,10997601,8963,10997601,2021-11-09,2022-08-03,2021-05-29,Yes,Fully,6,73,940,"Pool,Gym,Lift",4.8,Leased
627,PRJ-APT-0627,Villa,Residential,13,Pune,Maharashtra,India,Pune Area,1482,1,1,1,North,17749914,11977,17749914,2020-05-18,2024-06-15,2021-03-08,No,Semi,7,63,219,"Pool,Gym,Lift",3.1,Leased
628,PRJ-APT-0628,Apartment,Residential,15,Ahmedabad,Gujarat,India,Ahmedabad Area,1378,3,1,0,South,7082920,5140,7082920,2021-03-15,2024-01-31,2025-07-25,No,Fully,6,73,132,"Pool,Gym,Lift",4.8,Under Construction
629,PRJ-APT-0629,Villa,Residential,2,Ahmedabad,Gujarat,India,Ahmedabad Area,1888,4,3,0,South,22374688,11851,22374688,2022-01-07,2024-06-14,2024-07-21,Yes,Unfurnished,1,42,6,"Pool,Gym,Lift",3.2,Sold
630,PRJ-APT-0630,Plot,Residential,13,Chennai,Tamil Nadu,India,Chennai Area,745,5,4,0,East,6633480,8904,6633480,2021-01-30,2022-11-15,2024-10-31,Yes,Fully,8,87,612,"Pool,Gym,Lift",4.9,Under Construction
631,PRJ-APT-0631,Villa,Residential,14,Bangalore,Karnataka,India,Bangalore Area,668,2,1,1,North,6649940,9955,6649940,2020-03-13,2024-02-18,2023-11-08,No,Semi,5,75,927,"Pool,Gym,Lift",4.2,Available
632,PRJ-APT-0632,Plot,Residential,17,Hyderabad,Telangana,India,Hyderabad Area,1743,1,2,0,North,14463414,8298,14463414,2020-04-16,2025-04-09,2023-09-23,Yes,Semi,10,15,199,"Pool,Gym,Lift",4,Under Construction
633,PRJ-APT-0633,Villa,Residential,11,Pune,Maharashtra,India,Pune Area,750,2,3,0,West,7986750,10649,7986750,2021-07-10,2025-02-22,2023-09-15,No,Fully,3,75,808,"Pool,Gym,Lift",5,Leased
634,PRJ-APT-0634,Plot,Residential,12,Hyderabad,Telangana,India,Hyderabad Area,2159,5,1,1,South,16147161,7479,16147161,2022-11-24,2025-07-04,2023-07-15,Yes,Semi,0,3,890,"Pool,Gym,Lift",4.8,Leased
635,PRJ-APT-0635,Villa,Residential,19,Bangalore,Karnataka,India,Bangalore Area,1621,2,3,2,East,11410219,7039,11410219,2021-06-01,2022-03-20,2024-12-21,Yes,Semi,1,3,166,"Pool,Gym,Lift",4.1,Leased
636,PRJ-APT-0636,Villa,Residential,14,Ahmedabad,Gujarat,India,Ahmedabad Area,1801,4,2,1,North,9622743,5343,9622743,2021-02-05,2023-12-13,2021-02-09,Yes,Unfurnished,10,66,518,"Pool,Gym,Lift",3.8,Leased
637,PRJ-APT-0637,Plot,Residential,10,Pune,Maharashtra,India,Pune Area,1612,1,1,2,North,14337128,8894,14337128,2020-01-18,2024-01-21,2025-03-30,No,Fully,7,47,776,"Pool,Gym,Lift",3.7,Available
638,PRJ-APT-0638,Apartment,Residential,17,Hyderabad,Telangana,India,Hyderabad Area,1246,4,4,1,East,7558236,6066,7558236,2022-06-04,2023-12-29,2024-11-30,No,Unfurnished,9,81,647,"Pool,Gym,Lift",3.3,Sold
639,PRJ-APT-0639,Apartment,Residential,10,Chennai,Tamil Nadu,India,Chennai Area,1039,4,2,1,East,6231922,5998,6231922,2020-04-10,2024-03-03,2021-01-13,No,Unfurnished,6,47,698,"Pool,Gym,Lift",4.4,Available
640,PRJ-APT-0640,Apartment,Residential,15,Hyderabad,Telangana,India,Hyderabad Area,986,4,1,2,West,9154024,9284,9154024,2022-12-20,2025-11-27,2025-08-27,No,Semi,7,73,782,"Pool,Gym,Lift",3,Sold
641,PRJ-APT-0641,Plot,Residential,10,Hyderabad,Telangana,India,Hyderabad Area,1209,5,2,0,West,12814191,10599,12814191,2021-07-12,2023-06-27,2025-12-03,No,Unfurnished,0,60,180,"Pool,Gym,Lift",3.4,Available
642,PRJ-APT-0642,Apartment,Residential,4,Delhi,Delhi,India,Delhi Area,681,2,2,2,North,7373187,10827,7373187,2022-09-21,2024-06-17,2025-12-09,Yes,Unfurnished,8,85,406,"Pool,Gym,Lift",4.8,Leased
643,PRJ-APT-0643,Apartment,Residential,16,Ahmedabad,Gujarat,India,Ahmedabad Area,1140,4,1,2,West,7070280,6202,7070280,2021-04-05,2024-04-03,2025-08-06,Yes,Unfurnished,7,70,670,"Pool,Gym,Lift",3.9,Under Construction
644,PRJ-APT-0644,Apartment,Residential,14,Hyderabad,Telangana,India,Hyderabad Area,773,4,3,0,West,7486505,9685,7486505,2022-04-09,2022-11-08,2024-04-22,Yes,Semi,6,54,510,"Pool,Gym,Lift",3.7,Under Construction
645,PRJ-APT-0645,Villa,Residential,7,Pune,Maharashtra,India,Pune Area,1412,2,1,0,South,6595452,4671,6595452,2019-02-07,2022-02-26,2024-04-17,Yes,Fully,0,95,316,"Pool,Gym,Lift",4.8,Under Construction
646,PRJ-APT-0646,Apartment,Residential,3,Pune,Maharashtra,India,Pune Area,1504,3,1,0,East,11275488,7497,11275488,2022-10-16,2024-03-20,2025-11-20,Yes,Fully,4,79,740,"Pool,Gym,Lift",4.4,Leased
647,PRJ-APT-0647,Villa,Residential,8,Hyderabad,Telangana,India,Hyderabad Area,1217,3,3,1,South,7284962,5986,7284962,2019-02-16,2022-06-17,2021-02-27,No,Semi,2,79,34,"Pool,Gym,Lift",4.1,Sold
648,PRJ-APT-0648,Villa,Residential,12,Delhi,Delhi,India,Delhi Area,977,4,3,1,South,6941585,7105,6941585,2021-12-29,2024-03-29,2023-12-22,Yes,Semi,5,35,862,"Pool,Gym,Lift",4.9,Under Construction
649,PRJ-APT-0649,Plot,Residential,15,Bangalore,Karnataka,India,Bangalore Area,1389,1,4,2,North,11393967,8203,11393967,2022-08-03,2024-11-26,2023-10-09,No,Unfurnished,2,32,333,"Pool,Gym,Lift",4.2,Sold
650,PRJ-APT-0650,Villa,Residential,19,Bangalore,Karnataka,India,Bangalore Area,1152,2,1,2,East,10711296,9298,10711296,2021-10-01,2025-04-22,2022-08-24,No,Fully,2,4,509,"Pool,Gym,Lift",3.4,Sold
651,PRJ-APT-0651,Plot,Residential,12,Mumbai,Maharashtra,India,Mumbai Area,2355,3,3,1,East,17356350,7370,17356350,2021-09-20,2022-07-11,2025-09-08,No,Unfurnished,9,20,509,"Pool,Gym,Lift",4.7,Under Construction
652,PRJ-APT-0652,Plot,Residential,17,Delhi,Delhi,India,Delhi Area,1212,4,1,1,West,9400272,7756,9400272,2019-01-12,2022-03-01,2022-02-09,No,Unfurnished,9,17,883,"Pool,Gym,Lift",3.1,Available
653,PRJ-APT-0653,Villa,Residential,17,Hyderabad,Telangana,India,Hyderabad Area,1855,5,1,0,North,10072650,5430,10072650,2021-01-07,2025-08-03,2025-11-13,No,Unfurnished,10,47,815,"Pool,Gym,Lift",4.3,Sold
654,PRJ-APT-0654,Apartment,Residential,13,Delhi,Delhi,India,Delhi Area,1416,2,3,1,North,14031144,9909,14031144,2019-05-04,2024-11-27,2021-04-30,Yes,Fully,4,10,229,"Pool,Gym,Lift",5,Leased
655,PRJ-APT-0655,Apartment,Residential,16,Hyderabad,Telangana,India,Hyderabad Area,1874,1,4,0,East,18219028,9722,18219028,2021-02-16,2023-04-03,2022-11-26,No,Unfurnished,2,85,313,"Pool,Gym,Lift",3.4,Available
656,PRJ-APT-0656,Plot,Residential,3,Chennai,Tamil Nadu,India,Chennai Area,787,3,3,0,South,5728573,7279,5728573,2019-05-21,2024-07-01,2021-10-30,Yes,Fully,9,78,461,"Pool,Gym,Lift",4,Sold
657,PRJ-APT-0657,Villa,Residential,6,Chennai,Tamil Nadu,India,Chennai Area,1666,1,3,2,South,7651938,4593,7651938,2021-01-16,2025-11-26,2023-03-10,Yes,Fully,1,2,220,"Pool,Gym,Lift",4.6,Sold
658,PRJ-APT-0658,Plot,Residential,2,Hyderabad,Telangana,India,Hyderabad Area,1909,1,3,2,West,22010770,11530,22010770,2019-06-14,2025-11-23,2021-11-10,Yes,Unfurnished,6,9,446,"Pool,Gym,Lift",5,Sold
659,PRJ-APT-0659,Apartment,Residential,5,Delhi,Delhi,India,Delhi Area,2271,3,1,1,South,19744074,8694,19744074,2022-05-09,2025-08-24,2021-07-27,No,Unfurnished,4,81,387,"Pool,Gym,Lift",4.5,Leased
660,PRJ-APT-0660,Plot,Residential,9,Ahmedabad,Gujarat,India,Ahmedabad Area,2257,1,4,1,West,25127181,11133,25127181,2022-12-07,2024-07-23,2021-11-18,Yes,Unfurnished,6,30,49,"Pool,Gym,Lift",3.2,Available
661,PRJ-APT-0661,Apartment,Residential,5,Hyderabad,Telangana,India,Hyderabad Area,1792,3,4,0,West,11069184,6177,11069184,2019-09-17,2024-07-25,2024-08-13,Yes,Semi,8,58,619,"Pool,Gym,Lift",4.5,Leased
662,PRJ-APT-0662,Villa,Residential,16,Hyderabad,Telangana,India,Hyderabad Area,746,4,1,0,South,7119078,9543,7119078,2019-07-03,2024-08-27,2025-06-15,Yes,Fully,10,17,960,"Pool,Gym,Lift",3.8,Sold
663,PRJ-APT-0663,Apartment,Residential,16,Delhi,Delhi,India,Delhi Area,1219,5,2,0,North,12923838,10602,12923838,2022-03-22,2024-08-15,2023-11-05,No,Fully,2,94,214,"Pool,Gym,Lift",4.3,Sold
664,PRJ-APT-0664,Plot,Residential,11,Bangalore,Karnataka,India,Bangalore Area,1391,1,4,2,South,5780996,4156,5780996,2021-05-13,2023-03-25,2023-03-01,Yes,Semi,3,3,873,"Pool,Gym,Lift",3.5,Leased
665,PRJ-APT-0665,Apartment,Residential,11,Bangalore,Karnataka,India,Bangalore Area,1872,3,4,1,South,18909072,10101,18909072,2022-05-14,2023-02-07,2025-03-05,Yes,Fully,5,51,501,"Pool,Gym,Lift",5,Sold
666,PRJ-APT-0666,Villa,Residential,5,Delhi,Delhi,India,Delhi Area,1249,3,3,2,East,7304152,5848,7304152,2022-02-06,2025-12-22,2022-07-10,No,Fully,6,67,432,"Pool,Gym,Lift",5,Available
667,PRJ-APT-0667,Plot,Residential,1,Hyderabad,Telangana,India,Hyderabad Area,1929,5,3,1,South,7879965,4085,7879965,2021-07-13,2025-12-01,2021-11-25,Yes,Semi,1,77,861,"Pool,Gym,Lift",4.3,Leased
668,PRJ-APT-0668,Apartment,Residential,16,Pune,Maharashtra,India,Pune Area,1787,2,1,1,West,9319205,5215,9319205,2022-08-23,2025-12-20,2025-03-25,Yes,Unfurnished,2,72,826,"Pool,Gym,Lift",4.4,Available
669,PRJ-APT-0669,Apartment,Residential,11,Bangalore,Karnataka,India,Bangalore Area,732,2,3,1,North,7482504,10222,7482504,2022-10-25,2025-06-26,2022-05-24,No,Fully,8,79,645,"Pool,Gym,Lift",4.3,Sold
670,PRJ-APT-0670,Apartment,Residential,20,Hyderabad,Telangana,India,Hyderabad Area,1239,2,3,2,South,5885250,4750,5885250,2022-11-30,2025-01-28,2025-12-06,Yes,Unfurnished,10,17,544,"Pool,Gym,Lift",4.1,Sold
671,PRJ-APT-0671,Apartment,Residential,10,Delhi,Delhi,India,Delhi Area,1005,4,2,2,North,5598855,5571,5598855,2022-01-04,2024-03-29,2021-06-05,Yes,Semi,8,45,581,"Pool,Gym,Lift",3.9,Under Construction
672,PRJ-APT-0672,Villa,Residential,11,Delhi,Delhi,India,Delhi Area,1785,1,2,0,North,11399010,6386,11399010,2019-01-05,2024-05-28,2022-10-02,No,Fully,2,94,732,"Pool,Gym,Lift",4.7,Under Construction
673,PRJ-APT-0673,Apartment,Residential,1,Ahmedabad,Gujarat,India,Ahmedabad Area,1077,5,4,2,North,11473281,10653,11473281,2020-07-06,2023-07-26,2021-01-09,No,Unfurnished,1,35,605,"Pool,Gym,Lift",4.4,Sold
674,PRJ-APT-0674,Plot,Residential,6,Ahmedabad,Gujarat,India,Ahmedabad Area,929,3,2,1,West,5430005,5845,5430005,2020-05-25,2024-11-04,2022-08-23,Yes,Unfurnished,8,21,246,"Pool,Gym,Lift",3.6,Available
675,PRJ-APT-0675,Plot,Residential,16,Hyderabad,Telangana,India,Hyderabad Area,857,4,4,2,West,6292951,7343,6292951,2019-12-23,2023-07-13,2025-03-07,Yes,Fully,6,74,553,"Pool,Gym,Lift",4.6,Available
676,PRJ-APT-0676,Plot,Residential,12,Pune,Maharashtra,India,Pune Area,836,1,2,0,West,9456832,11312,9456832,2019-08-18,2025-12-25,2023-01-17,Yes,Fully,0,24,989,"Pool,Gym,Lift",3.2,Available
677,PRJ-APT-0677,Apartment,Residential,11,Ahmedabad,Gujarat,India,Ahmedabad Area,2164,2,2,1,West,10638224,4916,10638224,2022-11-02,2023-07-17,2025-05-22,Yes,Semi,3,3,503,"Pool,Gym,Lift",4.1,Leased
678,PRJ-APT-0678,Apartment,Residential,1,Hyderabad,Telangana,India,Hyderabad Area,1038,5,2,1,South,5245014,5053,5245014,2022-05-19,2023-10-26,2024-04-01,No,Fully,3,71,899,"Pool,Gym,Lift",4.1,Leased
679,PRJ-APT-0679,Villa,Residential,6,Chennai,Tamil Nadu,India,Chennai Area,1017,4,1,2,West,11317176,11128,11317176,2020-11-11,2024-10-23,2023-06-01,No,Semi,5,40,441,"Pool,Gym,Lift",4.8,Under Construction
680,PRJ-APT-0680,Villa,Residential,2,Hyderabad,Telangana,India,Hyderabad Area,2096,3,2,0,East,16135008,7698,16135008,2019-02-17,2025-03-04,2023-10-29,No,Fully,0,41,101,"Pool,Gym,Lift",4.9,Leased
681,PRJ-APT-0681,Villa,Residential,14,Bangalore,Karnataka,India,Bangalore Area,2441,5,2,2,West,26023501,10661,26023501,2020-12-21,2024-05-23,2021-01-17,No,Semi,3,9,853,"Pool,Gym,Lift",4.8,Available
682,PRJ-APT-0682,Plot,Residential,20,Chennai,Tamil Nadu,India,Chennai Area,749,2,2,2,East,3777956,5044,3777956,2020-02-18,2023-01-07,2021-05-12,No,Fully,2,45,692,"Pool,Gym,Lift",4.5,Sold
683,PRJ-APT-0683,Plot,Residential,9,Chennai,Tamil Nadu,India,Chennai Area,1426,2,2,2,North,13534166,9491,13534166,2020-06-13,2023-04-26,2025-09-01,No,Semi,9,84,73,"Pool,Gym,Lift",4,Leased
684,PRJ-APT-0684,Apartment,Residential,16,Mumbai,Maharashtra,India,Mumbai Area,1375,4,2,0,North,13349875,9709,13349875,2019-05-28,2025-10-19,2024-05-29,Yes,Semi,5,28,258,"Pool,Gym,Lift",4.6,Leased
685,PRJ-APT-0685,Plot,Residential,7,Chennai,Tamil Nadu,India,Chennai Area,814,1,4,1,West,6932838,8517,6932838,2021-09-23,2024-11-10,2025-06-10,No,Unfurnished,7,89,389,"Pool,Gym,Lift",4.8,Available
686,PRJ-APT-0686,Apartment,Residential,17,Pune,Maharashtra,India,Pune Area,2056,4,1,2,North,20619624,10029,20619624,2022-09-08,2022-01-04,2023-10-13,Yes,Semi,10,48,967,"Pool,Gym,Lift",4.3,Sold
687,PRJ-APT-0687,Villa,Residential,9,Delhi,Delhi,India,Delhi Area,2190,2,4,0,East,20518110,9369,20518110,2021-03-24,2025-10-14,2025-10-08,No,Fully,1,29,389,"Pool,Gym,Lift",3.4,Under Construction
688,PRJ-APT-0688,Apartment,Residential,13,Bangalore,Karnataka,India,Bangalore Area,1855,5,4,0,West,17088260,9212,17088260,2021-03-13,2025-12-03,2021-01-03,No,Semi,8,70,562,"Pool,Gym,Lift",4.8,Sold
689,PRJ-APT-0689,Villa,Residential,5,Bangalore,Karnataka,India,Bangalore Area,691,4,3,2,North,7621730,11030,7621730,2021-05-21,2022-11-28,2022-12-31,Yes,Unfurnished,3,89,745,"Pool,Gym,Lift",3.5,Available
690,PRJ-APT-0690,Villa,Residential,17,Mumbai,Maharashtra,India,Mumbai Area,980,1,2,1,South,4406080,4496,4406080,2021-11-07,2024-02-26,2023-05-26,No,Semi,10,41,743,"Pool,Gym,Lift",3.3,Available
691,PRJ-APT-0691,Villa,Residential,7,Chennai,Tamil Nadu,India,Chennai Area,1420,5,4,0,South,14547900,10245,14547900,2019-03-14,2025-03-30,2024-08-02,No,Unfurnished,8,5,76,"Pool,Gym,Lift",3.8,Under Construction
692,PRJ-APT-0692,Villa,Residential,17,Chennai,Tamil Nadu,India,Chennai Area,1663,2,3,0,North,14878861,8947,14878861,2022-11-16,2022-04-27,2022-11-06,No,Unfurnished,6,27,707,"Pool,Gym,Lift",4,Under Construction
693,PRJ-APT-0693,Apartment,Residential,14,Mumbai,Maharashtra,India,Mumbai Area,1234,1,3,0,South,13398772,10858,13398772,2022-03-14,2023-11-19,2024-04-15,Yes,Unfurnished,1,68,241,"Pool,Gym,Lift",4.9,Available
694,PRJ-APT-0694,Apartment,Residential,20,Delhi,Delhi,India,Delhi Area,1907,1,1,0,East,15328466,8038,15328466,2019-07-24,2025-12-04,2024-09-06,Yes,Unfurnished,7,64,241,"Pool,Gym,Lift",4.8,Sold
695,PRJ-APT-0695,Apartment,Residential,6,Mumbai,Maharashtra,India,Mumbai Area,2082,2,3,2,North,21123972,10146,21123972,2021-09-06,2024-02-22,2023-08-07,Yes,Semi,5,67,449,"Pool,Gym,Lift",4.2,Available
696,PRJ-APT-0696,Villa,Residential,7,Ahmedabad,Gujarat,India,Ahmedabad Area,676,1,2,0,North,7458984,11034,7458984,2019-08-31,2024-02-08,2023-02-07,Yes,Fully,3,30,543,"Pool,Gym,Lift",4.8,Available
697,PRJ-APT-0697,Plot,Residential,1,Delhi,Delhi,India,Delhi Area,826,5,2,0,West,9705500,11750,9705500,2021-03-17,2024-09-08,2024-02-29,No,Unfurnished,9,47,2,"Pool,Gym,Lift",3.1,Under Construction
698,PRJ-APT-0698,Villa,Residential,5,Bangalore,Karnataka,India,Bangalore Area,2469,4,3,0,South,20611212,8348,20611212,2019-07-23,2024-01-24,2022-11-04,No,Unfurnished,6,89,773,"Pool,Gym,Lift",3.5,Under Construction
699,PRJ-APT-0699,Apartment,Residential,2,Hyderabad,Telangana,India,Hyderabad Area,866,5,3,2,West,9766748,11278,9766748,2020-01-18,2023-05-31,2024-11-19,Yes,Semi,4,98,647,"Pool,Gym,Lift",4.3,Available
700,PRJ-APT-0700,Villa,Residential,10,Pune,Maharashtra,India,Pune Area,1556,1,3,0,East,14200056,9126,14200056,2022-08-01,2022-12-03,2024-07-19,Yes,Semi,5,54,181,"Pool,Gym,Lift",4.9,Under Construction
701,PRJ-APT-0701,Apartment,Residential,8,Delhi,Delhi,India,Delhi Area,2035,1,1,1,West,13947890,6854,13947890,2021-09-05,2022-12-17,2021-05-18,Yes,Fully,8,46,914,"Pool,Gym,Lift",4.5,Under Construction
702,PRJ-APT-0702,Plot,Residential,9,Chennai,Tamil Nadu,India,Chennai Area,2174,1,3,2,East,13276618,6107,13276618,2021-12-15,2024-07-20,2025-08-02,No,Fully,10,27,629,"Pool,Gym,Lift",3.6,Leased
703,PRJ-APT-0703,Apartment,Residential,10,Mumbai,Maharashtra,India,Mumbai Area,1963,5,1,2,West,12728092,6484,12728092,2021-12-20,2024-12-30,2024-10-04,No,Unfurnished,7,62,819,"Pool,Gym,Lift",4.6,Sold
704,PRJ-APT-0704,Apartment,Residential,8,Bangalore,Karnataka,India,Bangalore Area,2087,5,4,0,East,10706310,5130,10706310,2021-01-22,2025-04-12,2021-03-13,No,Semi,2,27,110,"Pool,Gym,Lift",5,Leased
705,PRJ-APT-0705,Plot,Residential,3,Bangalore,Karnataka,India,Bangalore Area,2272,1,4,0,North,24898848,10959,24898848,2020-06-25,2025-08-20,2021-11-18,Yes,Fully,4,20,383,"Pool,Gym,Lift",4.5,Leased
706,PRJ-APT-0706,Plot,Residential,3,Hyderabad,Telangana,India,Hyderabad Area,2363,4,1,1,South,19393141,8207,19393141,2019-11-23,2025-06-01,2021-10-10,No,Semi,4,59,51,"Pool,Gym,Lift",4.6,Leased
707,PRJ-APT-0707,Plot,Residential,1,Delhi,Delhi,India,Delhi Area,2315,2,1,2,North,23904690,10326,23904690,2022-09-20,2022-03-31,2022-07-28,Yes,Semi,7,92,303,"Pool,Gym,Lift",3.8,Available
708,PRJ-APT-0708,Villa,Residential,10,Ahmedabad,Gujarat,India,Ahmedabad Area,1437,5,1,2,East,17085930,11890,17085930,2021-08-19,2023-12-30,2021-03-06,Yes,Unfurnished,0,19,588,"Pool,Gym,Lift",3.3,Available
709,PRJ-APT-0709,Villa,Residential,18,Hyderabad,Telangana,India,Hyderabad Area,2083,4,3,2,East,9175615,4405,9175615,2020-03-07,2023-05-18,2022-05-30,Yes,Semi,8,69,234,"Pool,Gym,Lift",4.1,Under Construction
710,PRJ-APT-0710,Apartment,Residential,13,Chennai,Tamil Nadu,India,Chennai Area,1487,3,1,1,East,10719783,7209,10719783,2019-05-14,2023-12-10,2023-09-02,Yes,Fully,1,70,803,"Pool,Gym,Lift",3.9,Under Construction
711,PRJ-APT-0711,Villa,Residential,20,Pune,Maharashtra,India,Pune Area,1410,5,4,2,North,13055190,9259,13055190,2021-02-01,2022-02-08,2024-01-14,No,Semi,10,6,63,"Pool,Gym,Lift",3.1,Sold
712,PRJ-APT-0712,Villa,Residential,12,Bangalore,Karnataka,India,Bangalore Area,702,2,2,0,North,5984550,8525,5984550,2022-08-27,2024-05-27,2021-08-21,No,Semi,8,54,353,"Pool,Gym,Lift",3.7,Under Construction
713,PRJ-APT-0713,Apartment,Residential,14,Pune,Maharashtra,India,Pune Area,1531,4,4,0,West,14492446,9466,14492446,2022-11-17,2025-09-20,2022-09-04,Yes,Fully,4,70,850,"Pool,Gym,Lift",3.5,Leased
714,PRJ-APT-0714,Apartment,Residential,7,Bangalore,Karnataka,India,Bangalore Area,2380,4,3,2,East,22000720,9244,22000720,2021-05-13,2023-02-24,2022-05-15,Yes,Unfurnished,3,11,7,"Pool,Gym,Lift",4.8,Leased
715,PRJ-APT-0715,Plot,Residential,13,Hyderabad,Telangana,India,Hyderabad Area,2241,2,4,2,North,15209667,6787,15209667,2021-01-05,2022-01-04,2021-03-14,No,Unfurnished,0,28,105,"Pool,Gym,Lift",4.6,Under Construction
716,PRJ-APT-0716,Apartment,Residential,18,Pune,Maharashtra,India,Pune Area,758,3,4,2,West,8803412,11614,8803412,2019-10-04,2024-08-20,2023-10-01,Yes,Semi,8,77,632,"Pool,Gym,Lift",3.8,Available
717,PRJ-APT-0717,Plot,Residential,19,Bangalore,Karnataka,India,Bangalore Area,1040,2,3,2,South,11268400,10835,11268400,2021-08-14,2022-08-05,2024-03-31,No,Fully,2,89,538,"Pool,Gym,Lift",4.5,Leased
718,PRJ-APT-0718,Plot,Residential,19,Delhi,Delhi,India,Delhi Area,1535,2,2,1,West,11372815,7409,11372815,2021-07-17,2024-10-29,2025-01-23,No,Unfurnished,2,97,323,"Pool,Gym,Lift",3.2,Available
719,PRJ-APT-0719,Villa,Residential,19,Pune,Maharashtra,India,Pune Area,873,5,2,0,East,3776598,4326,3776598,2019-12-31,2024-06-02,2025-09-11,No,Semi,3,31,688,"Pool,Gym,Lift",4.9,Under Construction
720,PRJ-APT-0720,Apartment,Residential,19,Bangalore,Karnataka,India,Bangalore Area,1360,2,3,1,North,5818080,4278,5818080,2021-08-17,2024-01-25,2024-09-12,No,Semi,5,89,787,"Pool,Gym,Lift",4.4,Available
721,PRJ-APT-0721,Plot,Residential,11,Chennai,Tamil Nadu,India,Chennai Area,696,3,1,1,South,3855144,5539,3855144,2020-11-12,2023-01-02,2022-07-21,Yes,Semi,10,60,617,"Pool,Gym,Lift",4.4,Leased
