SalesID,PropertyID,AgentID,CustomerID,SaleDate,AgreementDate,RegistrationDate,PropertyType,City,BasePrice,DiscountAmount,FinalSalePrice,GSTAmount,RegistrationCharges,TotalDealValue,CommissionPercent,CommissionAmount,SaleType,PaymentType,LoanRequired,BankName,LoanAmount,DownPaymentAmount,State,ProjectName,SaleStatus
266,162,75,453,2025-09-15,2025-08-26,2025-09-30,Villa,Chennai,6045367,79761,5965606,298280,357936,6621822,2,119312,New Sale,Loan,Yes,Axis,1451121,3111290,Maharashtra,Golden Residency,Negotiation
267,2986,70,818,2024-09-17,2024-08-28,2024-10-02,Plot,Ahmedabad,19219790,422556,18797234,939861,1127834,20864929,1,187972,Resale,Mixed,Yes,Kotak,3329693,3478792,Karnataka,Greenfield Plaza,Registered
268,4895,5,756,2022-01-24,2022-01-04,2022-02-08,Apartment,Mumbai,5925219,229375,5695844,284792,341750,6322386,3,170875,New Sale,Mixed,Yes,Kotak,5104099,1095004,Tamil Nadu,Palm Heights,Site Visit
269,4729,50,949,2021-12-17,2021-11-27,2022-01-01,Apartment,Chennai,18076980,321099,17755881,887794,1065352,19709027,1,177558,Resale,Loan,Yes,Axis,2418560,4582758,Gujarat,Emerald Residency,Booked
270,906,80,418,2025-05-25,2025-05-05,2025-06-09,Plot,Pune,10601195,122151,10479044,523952,628742,11631738,2,209580,New Sale,Mixed,No,Kotak,2895333,736789,Delhi,Emerald Garden,Site Visit
271,1575,34,462,2023-10-01,2023-09-11,2023-10-16,Villa,Pune,5503591,261213,5242378,262118,314542,5819038,1,52423,New Sale,Mixed,Yes,HDFC,2711663,817646,Gujarat,Sunrise Vista,Booked
272,2752,36,727,2022-01-03,2021-12-14,2022-01-18,Plot,Ahmedabad,4362981,424183,3938798,196939,236327,4372064,2,78775,Resale,Loan,No,ICICI,5548080,3390434,Delhi,Royal Residency,Agreement Signed
273,3733,84,792,2021-11-03,2021-10-14,2021-11-18,Plot,Mumbai,13578941,428946,13149995,657499,788999,14596493,1,131499,New Sale,Mixed,Yes,HDFC,8629397,3722937,Delhi,Greenfield Garden,Agreement Signed
274,4201,35,389,2023-07-26,2023-07-06,2023-08-10,Apartment,Mumbai,17397247,230943,17166304,858315,1029978,19054597,1,171663,Resale,Loan,Yes,HDFC,9594833,2038780,Karnataka,Silver Apartments,Site Visit
275,108,69,317,2022-08-31,2022-08-11,2022-09-15,Plot,Bangalore,14948249,141268,14806981,740349,888418,16435748,3,444209,New Sale,Mixed,No,HDFC,4555860,614950,Telangana,Sunrise Towers,Lead
276,4521,81,788,2022-08-18,2022-07-29,2022-09-02,Villa,Ahmedabad,10120327,144657,9975670,498783,598540,11072993,2,199513,Resale,Loan,Yes,Kotak,7172259,1674744,Maharashtra,Urban Heights,Booked
277,4359,5,742,2022-06-10,2022-05-21,2022-06-25,Apartment,Hyderabad,19642314,256998,19385316,969265,1163118,21517699,1,193853,New Sale,Mixed,No,Kotak,2162652,2350911,Delhi,Urban Park,Booked
278,644,29,630,2023-09-12,2023-08-23,2023-09-27,Apartment,Ahmedabad,15530849,23078,15507771,775388,930466,17213625,1,155077,New Sale,Mixed,Yes,Axis,6288242,3903789,Gujarat,Royal Residency,Registered
279,3498,83,46,2022-10-18,2022-09-28,2022-11-02,Apartment,Pune,19315560,375747,18939813,946990,1136388,21023191,1,189398,New Sale,Cash,Yes,ICICI,8575996,4438507,Telangana,Sunrise Towers,Site Visit
280,1773,3,596,2025-03-12,2025-02-20,2025-03-27,Plot,Pune,16806251,77414,16728837,836441,1003730,18569008,2,334576,Resale,Loan,No,ICICI,5772733,4557617,Karnataka,Urban Homes,Lost
281,4667,59,665,2025-12-02,2025-11-12,2025-12-17,Plot,Bangalore,17690454,297919,17392535,869626,1043552,19305713,3,521776,Resale,Loan,No,HDFC,4794869,3836645,Maharashtra,Silver Apartments,Agreement Signed
282,3640,49,949,2024-11-30,2024-11-10,2024-12-15,Apartment,Chennai,9038991,451780,8587211,429360,515232,9531803,3,257616,New Sale,Cash,No,ICICI,2726019,2111561,Maharashtra,Skyline Park,Booked
283,3142,17,61,2024-06-28,2024-06-08,2024-07-13,Villa,Ahmedabad,11780030,419038,11360992,568049,681659,12610700,3,340829,New Sale,Loan,No,HDFC,5422958,2191551,Telangana,Urban Towers,Negotiation
284,847,40,601,2024-06-28,2024-06-08,2024-07-13,Villa,Ahmedabad,15321683,277500,15044183,752209,902650,16699042,1,150441,Resale,Mixed,No,HDFC,9803305,992430,Delhi,Emerald Vista,Lost
285,2377,55,955,2024-09-10,2024-08-21,2024-09-25,Villa,Bangalore,11115552,414335,10701217,535060,642073,11878350,3,321036,Resale,Cash,No,Kotak,1574956,537605,Tamil Nadu,Urban Homes,Lost
286,1454,46,729,2024-10-16,2024-09-26,2024-10-31,Villa,Mumbai,13589712,46300,13543412,677170,812604,15033186,3,406302,New Sale,Mixed,No,Axis,2454258,3553488,Karnataka,Silver Apartments,Booked
287,62,46,798,2021-09-28,2021-09-08,2021-10-13,Villa,Chennai,13325261,338312,12986949,649347,779216,14415512,2,259738,Resale,Loan,Yes,HDFC,7842693,2016208,Karnataka,Urban Towers,Registered
288,2250,27,398,2021-08-15,2021-07-26,2021-08-30,Villa,Chennai,9722081,494143,9227938,461396,553676,10243010,1,92279,Resale,Cash,No,Kotak,7636373,4419144,Maharashtra,Urban Residency,Registered
289,2544,38,360,2023-06-03,2023-05-14,2023-06-18,Villa,Ahmedabad,8915892,157414,8758478,437923,525508,9721909,2,175169,New Sale,Mixed,Yes,Kotak,9996168,1571831,Tamil Nadu,Greenfield Vista,Negotiation
290,1603,23,906,2024-10-29,2024-10-09,2024-11-13,Plot,Mumbai,7648677,168867,7479810,373990,448788,8302588,1,74798,Resale,Loan,No,Axis,4527030,4283910,Tamil Nadu,Royal Park,Registered
291,4522,68,941,2023-05-21,2023-05-01,2023-06-05,Apartment,Hyderabad,6061521,216233,5845288,292264,350717,6488269,3,175358,Resale,Cash,No,HDFC,9273146,3881579,Karnataka,Urban Towers,Booked
292,4361,32,832,2023-10-03,2023-09-13,2023-10-18,Apartment,Chennai,5070826,437239,4633587,231679,278015,5143281,2,92671,New Sale,Cash,No,SBI,5189007,1001672,Gujarat,Silver Apartments,Cancelled
293,744,21,739,2023-02-27,2023-02-07,2023-03-14,Plot,Hyderabad,19771474,233547,19537927,976896,1172275,21687098,1,195379,New Sale,Cash,Yes,ICICI,6162398,4188551,Maharashtra,Urban Towers,Negotiation
294,1347,5,927,2021-01-27,2021-01-07,2021-02-11,Villa,Chennai,12895472,367552,12527920,626396,751675,13905991,3,375837,New Sale,Loan,Yes,HDFC,7321397,2080264,Delhi,Greenfield Vista,Lead
295,4184,73,708,2021-08-22,2021-08-02,2021-09-06,Villa,Mumbai,13558378,161304,13397074,669853,803824,14870751,1,133970,New Sale,Cash,Yes,Axis,6439425,1173332,Karnataka,Urban Towers,Agreement Signed
296,3517,80,490,2023-08-14,2023-07-25,2023-08-29,Plot,Hyderabad,11029912,7892,11022020,551101,661321,12234442,2,220440,New Sale,Cash,Yes,SBI,8296233,989146,Telangana,Urban Park,Lost
297,1707,5,395,2023-03-31,2023-03-11,2023-04-15,Plot,Hyderabad,7257765,268540,6989225,349461,419353,7758039,2,139784,New Sale,Cash,Yes,ICICI,5512437,3323024,Telangana,Greenfield Vista,Negotiation
298,2966,88,90,2023-09-13,2023-08-24,2023-09-28,Villa,Mumbai,15655686,264666,15391020,769551,923461,17084032,1,153910,Resale,Cash,No,Axis,9735908,4695547,Tamil Nadu,Palm Towers,Site Visit
299,3689,92,16,2025-02-10,2025-01-21,2025-02-25,Villa,Hyderabad,16392948,284905,16108043,805402,966482,17879927,3,483241,Resale,Cash,Yes,ICICI,9663872,4619751,Tamil Nadu,Urban Enclave,Negotiation
300,2393,36,566,2025-06-25,2025-06-05,2025-07-10,Plot,Pune,16542747,380867,16161880,808094,969712,17939686,3,484856,New Sale,Loan,No,Kotak,1585368,1827525,Maharashtra,Urban Park,Site Visit
301,3397,32,10,2022-10-10,2022-09-20,2022-10-25,Villa,Bangalore,9148491,221317,8927174,446358,535630,9909162,2,178543,New Sale,Mixed,Yes,Kotak,8207443,3543938,Maharashtra,Silver Apartments,Agreement Signed
302,1963,55,117,2023-04-21,2023-04-01,2023-05-06,Apartment,Bangalore,19767722,317213,19450509,972525,1167030,21590064,3,583515,Resale,Loan,Yes,HDFC,4199685,3826280,Maharashtra,Skyline Heights,Lead
303,716,36,674,2021-03-21,2021-03-01,2021-04-05,Villa,Hyderabad,11007923,282988,10724935,536246,643496,11904677,3,321748,New Sale,Loan,Yes,ICICI,8605347,4705306,Gujarat,Greenfield Vista,Site Visit
304,4135,98,665,2022-12-27,2022-12-07,2023-01-11,Villa,Mumbai,9529514,104717,9424797,471239,565487,10461523,2,188495,Resale,Mixed,Yes,HDFC,5736384,4587592,Gujarat,Palm Garden,Lead
305,400,50,97,2022-01-24,2022-01-04,2022-02-08,Apartment,Hyderabad,17123885,185577,16938308,846915,1016298,18801521,1,169383,Resale,Mixed,No,ICICI,3756623,3818938,Maharashtra,Greenfield Vista,Booked
306,188,90,969,2024-05-06,2024-04-16,2024-05-21,Apartment,Chennai,13326097,416438,12909659,645482,774579,14329720,1,129096,Resale,Cash,Yes,SBI,8230039,1119548,Karnataka,Urban Heights,Agreement Signed
307,3169,28,430,2021-10-22,2021-10-02,2021-11-06,Apartment,Ahmedabad,18885854,425080,18460774,923038,1107646,20491458,1,184607,Resale,Mixed,No,SBI,6390917,2463363,Delhi,Skyline Residency,Agreement Signed
308,177,92,453,2022-06-01,2022-05-12,2022-06-16,Villa,Pune,17756283,264041,17492242,874612,1049534,19416388,2,349844,New Sale,Cash,No,SBI,1294294,2691006,Telangana,Elite Enclave,Lost
309,1661,80,904,2022-04-18,2022-03-29,2022-05-03,Apartment,Bangalore,19237238,170990,19066248,953312,1143974,21163534,3,571987,New Sale,Mixed,Yes,SBI,9151238,1514524,Tamil Nadu,Urban Heights,Cancelled
310,1279,91,584,2021-03-18,2021-02-26,2021-04-02,Villa,Mumbai,18380742,87241,18293501,914675,1097610,20305786,3,548805,New Sale,Loan,Yes,HDFC,1240213,2349311,Maharashtra,Urban Residency,Cancelled
311,505,7,648,2025-01-06,2024-12-17,2025-01-21,Villa,Bangalore,11285535,393722,10891813,544590,653508,12089911,3,326754,New Sale,Cash,Yes,ICICI,5627837,1254718,Karnataka,Elite Park,Registered
312,851,46,614,2022-08-14,2022-07-25,2022-08-29,Plot,Bangalore,6209820,174351,6035469,301773,362128,6699370,3,181064,Resale,Mixed,Yes,ICICI,5189401,4548762,Telangana,Emerald Homes,Registered
313,4510,96,744,2023-11-14,2023-10-25,2023-11-29,Apartment,Mumbai,9592466,226301,9366165,468308,561969,10396442,1,93661,Resale,Cash,No,SBI,3112400,4887479,Gujarat,Royal Towers,Lead
314,1675,69,168,2021-12-17,2021-11-27,2022-01-01,Plot,Hyderabad,7250759,416018,6834741,341737,410084,7586562,3,205042,Resale,Mixed,No,Axis,1419838,3784294,Maharashtra,Sunrise Vista,Site Visit
315,3994,80,692,2022-08-01,2022-07-12,2022-08-16,Apartment,Hyderabad,8678633,150064,8528569,426428,511714,9466711,1,85285,Resale,Mixed,Yes,SBI,1054220,4800717,Tamil Nadu,Urban Heights,Booked
316,3621,79,341,2021-10-19,2021-09-29,2021-11-03,Villa,Bangalore,19186116,491711,18694405,934720,1121664,20750789,2,373888,Resale,Loan,No,Axis,6640701,829588,Karnataka,Sunrise Towers,Booked
317,2176,50,445,2021-05-19,2021-04-29,2021-06-03,Villa,Hyderabad,5677254,123892,5553362,277668,333201,6164231,1,55533,Resale,Mixed,No,HDFC,7445692,1368222,Karnataka,Golden Towers,Site Visit
318,2775,64,737,2022-05-05,2022-04-15,2022-05-20,Villa,Chennai,11118524,267302,10851222,542561,651073,12044856,3,325536,Resale,Cash,Yes,ICICI,5382475,4706973,Karnataka,Urban Enclave,Negotiation
319,2098,3,990,2025-11-14,2025-10-25,2025-11-29,Apartment,Pune,14433716,496838,13936878,696843,836212,15469933,2,278737,Resale,Mixed,Yes,Kotak,6184589,2777913,Karnataka,Urban Park,Negotiation
320,3673,48,397,2021-11-11,2021-10-22,2021-11-26,Villa,Ahmedabad,17477286,235843,17241443,862072,1034486,19138001,1,172414,New Sale,Loan,No,ICICI,4761737,1268129,Maharashtra,Emerald Residency,Registered
321,195,8,82,2025-07-24,2025-07-04,2025-08-08,Apartment,Bangalore,10862395,413360,10449035,522451,626942,11598428,3,313471,Resale,Cash,Yes,Kotak,6394666,1595435,Maharashtra,Sunrise Apartments,Negotiation
322,1532,67,283,2022-09-02,2022-08-13,2022-09-17,Villa,Pune,9335583,186317,9149266,457463,548955,10155684,3,274477,Resale,Loan,No,SBI,3750058,3585892,Tamil Nadu,Palm Enclave,Lead
323,3670,80,601,2021-01-21,2021-01-01,2021-02-05,Villa,Bangalore,13198806,273082,12925724,646286,775543,14347553,3,387771,New Sale,Mixed,No,HDFC,5882746,2535618,Maharashtra,Emerald Homes,Cancelled
324,1493,85,683,2025-09-20,2025-08-31,2025-10-05,Villa,Chennai,14455328,431822,14023506,701175,841410,15566091,3,420705,New Sale,Loan,Yes,Kotak,7749942,2661503,Maharashtra,Skyline Heights,Site Visit
325,1501,23,150,2025-12-17,2025-11-27,2026-01-01,Villa,Mumbai,11154861,60828,11094033,554701,665641,12314375,1,110940,Resale,Cash,Yes,ICICI,7858802,1517853,Delhi,Urban Enclave,Booked
326,4571,82,79,2025-12-06,2025-11-16,2025-12-21,Plot,Chennai,15384422,254097,15130325,756516,907819,16794660,3,453909,Resale,Mixed,Yes,HDFC,2762369,2564097,Karnataka,Elite Homes,Lead
327,1596,80,186,2024-07-25,2024-07-05,2024-08-09,Plot,Chennai,6371326,233412,6137914,306895,368274,6813083,2,122758,Resale,Mixed,Yes,Kotak,8372429,2568259,Tamil Nadu,Urban Heights,Site Visit
328,1790,13,217,2023-10-23,2023-10-03,2023-11-07,Villa,Ahmedabad,14658377,59981,14598396,729919,875903,16204218,2,291967,Resale,Loan,No,SBI,3670919,2358515,Karnataka,Golden Plaza,Lead
329,2560,25,355,2024-05-16,2024-04-26,2024-05-31,Apartment,Pune,10815871,346454,10469417,523470,628165,11621052,2,209388,Resale,Mixed,Yes,Axis,6321067,3898342,Delhi,Urban Garden,Agreement Signed
330,4106,94,128,2022-05-19,2022-04-29,2022-06-03,Villa,Pune,18595952,409751,18186201,909310,1091172,20186683,2,363724,New Sale,Loan,No,SBI,3020548,1135375,Tamil Nadu,Urban Towers,Lead
331,2333,75,408,2021-02-02,2021-01-13,2021-02-17,Apartment,Ahmedabad,13851501,469684,13381817,669090,802909,14853816,2,267636,New Sale,Cash,No,Kotak,3876450,1222101,Gujarat,Silver Plaza,Registered
332,3477,4,311,2023-05-16,2023-04-26,2023-05-31,Apartment,Delhi,19794540,346277,19448263,972413,1166895,21587571,3,583447,Resale,Loan,Yes,ICICI,7623806,3077189,Tamil Nadu,Elite Homes,Negotiation
333,1329,49,367,2022-09-01,2022-08-12,2022-09-16,Villa,Delhi,16761815,304365,16457450,822872,987447,18267769,3,493723,New Sale,Mixed,No,HDFC,8958531,1512260,Delhi,Greenfield Vista,Booked
334,491,42,732,2024-09-03,2024-08-14,2024-09-18,Apartment,Hyderabad,18632916,179810,18453106,922655,1107186,20482947,3,553593,Resale,Mixed,Yes,ICICI,9997616,3410041,Gujarat,Royal Towers,Negotiation
335,2072,27,392,2024-08-11,2024-07-22,2024-08-26,Plot,Pune,14208088,20913,14187175,709358,851230,15747763,2,283743,New Sale,Mixed,No,SBI,5762662,2222740,Delhi,Sunrise Towers,Agreement Signed
336,3109,98,914,2025-08-01,2025-07-12,2025-08-16,Apartment,Pune,13642160,229031,13413129,670656,804787,14888572,2,268262,New Sale,Loan,Yes,Kotak,6891587,3864755,Tamil Nadu,Greenfield Vista,Negotiation
337,240,4,880,2022-09-02,2022-08-13,2022-09-17,Villa,Chennai,4086130,475489,3610641,180532,216638,4007811,3,108319,New Sale,Mixed,Yes,SBI,2852676,4878999,Telangana,Silver Enclave,Booked
338,4241,76,242,2024-03-25,2024-03-05,2024-04-09,Apartment,Mumbai,8978655,436816,8541839,427091,512510,9481440,2,170836,New Sale,Mixed,Yes,ICICI,7607692,3284931,Tamil Nadu,Palm Garden,Lost
339,1289,5,894,2021-08-09,2021-07-20,2021-08-24,Plot,Hyderabad,8902641,489599,8413042,420652,504782,9338476,2,168260,Resale,Mixed,Yes,Kotak,6890048,4326002,Telangana,Elite Park,Cancelled
340,1375,58,115,2025-05-15,2025-04-25,2025-05-30,Plot,Ahmedabad,14759800,41772,14718028,735901,883081,16337010,1,147180,Resale,Mixed,No,Kotak,3019469,2104770,Delhi,Emerald Residency,Lead
341,1556,22,639,2024-07-05,2024-06-15,2024-07-20,Apartment,Chennai,19318254,323147,18995107,949755,1139706,21084568,2,379902,Resale,Mixed,No,Axis,9470826,1280210,Delhi,Emerald Residency,Lost
342,3395,73,546,2021-03-29,2021-03-09,2021-04-13,Apartment,Pune,16925860,420080,16505780,825289,990346,18321415,1,165057,Resale,Mixed,No,Axis,6616227,1052396,Tamil Nadu,Urban Heights,Lost
343,2517,59,193,2021-12-22,2021-12-02,2022-01-06,Plot,Bangalore,15879910,475006,15404904,770245,924294,17099443,1,154049,New Sale,Loan,Yes,ICICI,2047940,1045120,Delhi,Greenfield Vista,Registered
344,4209,43,727,2024-10-22,2024-10-02,2024-11-06,Apartment,Bangalore,17474996,390090,17084906,854245,1025094,18964245,1,170849,Resale,Mixed,Yes,HDFC,9769601,4368457,Gujarat,Golden Garden,Agreement Signed
345,1522,59,840,2023-07-29,2023-07-09,2023-08-13,Plot,Chennai,8340820,361273,7979547,398977,478772,8857296,1,79795,New Sale,Mixed,No,SBI,5948215,3833259,Karnataka,Royal Towers,Lost
346,2074,92,531,2024-02-13,2024-01-24,2024-02-28,Villa,Mumbai,15912167,459850,15452317,772615,927139,17152071,3,463569,Resale,Loan,No,HDFC,9685637,4381720,Delhi,Palm Towers,Agreement Signed
347,4209,53,708,2021-07-23,2021-07-03,2021-08-07,Villa,Pune,5135413,466244,4669169,233458,280150,5182777,3,140075,New Sale,Cash,No,Axis,3967879,2686771,Karnataka,Golden Residency,Agreement Signed
348,1743,5,842,2024-02-27,2024-02-07,2024-03-13,Plot,Delhi,16607227,354307,16252920,812646,975175,18040741,3,487587,New Sale,Mixed,No,Axis,8314737,2829471,Tamil Nadu,Sunrise Apartments,Booked
349,4585,39,862,2025-10-01,2025-09-11,2025-10-16,Apartment,Hyderabad,19791824,213488,19578336,978916,1174700,21731952,3,587350,Resale,Mixed,Yes,SBI,4562170,2042690,Tamil Nadu,Urban Enclave,Booked
350,968,99,465,2025-03-09,2025-02-17,2025-03-24,Villa,Pune,11335883,266263,11069620,553481,664177,12287278,3,332088,Resale,Cash,Yes,ICICI,2414056,3556791,Telangana,Royal Residency,Booked
351,2806,79,365,2022-09-19,2022-08-30,2022-10-04,Plot,Mumbai,13888012,85581,13802431,690121,828145,15320697,2,276048,Resale,Mixed,Yes,Axis,8316538,2680007,Gujarat,Skyline Park,Lost
352,2626,18,664,2025-05-23,2025-05-03,2025-06-07,Villa,Delhi,19832567,474030,19358537,967926,1161512,21487975,1,193585,Resale,Cash,Yes,Axis,2850476,4812694,Gujarat,Urban Heights,Cancelled
353,3964,91,615,2021-05-06,2021-04-16,2021-05-21,Apartment,Delhi,17064986,109756,16955230,847761,1017313,18820304,3,508656,New Sale,Mixed,No,ICICI,4854991,2467579,Tamil Nadu,Urban Park,Site Visit
354,17,22,869,2023-08-01,2023-07-12,2023-08-16,Plot,Pune,14785764,205710,14580054,729002,874803,16183859,3,437401,Resale,Loan,No,Axis,2407463,3436045,Tamil Nadu,Palm Heights,Booked
355,722,16,42,2021-07-09,2021-06-19,2021-07-24,Villa,Chennai,8347344,355425,7991919,399595,479515,8871029,1,79919,New Sale,Cash,No,Axis,8816756,3810950,Gujarat,Silver Apartments,Lead
356,2115,44,122,2022-06-08,2022-05-19,2022-06-23,Plot,Delhi,19837274,436323,19400951,970047,1164057,21535055,1,194009,New Sale,Mixed,Yes,Axis,7278624,3716579,Gujarat,Elite Enclave,Site Visit
357,4541,75,785,2024-07-05,2024-06-15,2024-07-20,Plot,Hyderabad,8816417,369108,8447309,422365,506838,9376512,1,84473,Resale,Cash,Yes,SBI,4712531,3027650,Delhi,Golden Garden,Registered
358,2003,92,475,2025-04-19,2025-03-30,2025-05-04,Plot,Delhi,7411471,56074,7355397,367769,441323,8164489,3,220661,New Sale,Cash,Yes,Kotak,3429362,1317260,Maharashtra,Royal Towers,Negotiation
359,3806,83,761,2025-11-11,2025-10-22,2025-11-26,Plot,Mumbai,5358310,271646,5086664,254333,305199,5646196,1,50866,New Sale,Cash,No,Kotak,4060744,2755767,Delhi,Skyline Vista,Agreement Signed
360,3659,81,360,2024-09-07,2024-08-18,2024-09-22,Apartment,Hyderabad,13297402,238497,13058905,652945,783534,14495384,1,130589,New Sale,Loan,No,ICICI,8349516,1040778,Gujarat,Emerald Residency,Site Visit
361,2315,31,743,2021-06-26,2021-06-06,2021-07-11,Plot,Ahmedabad,19714266,303189,19411077,970553,1164664,21546294,2,388221,Resale,Loan,Yes,Axis,9508795,4079209,Maharashtra,Golden Residency,Lead
362,2576,94,494,2021-11-25,2021-11-05,2021-12-10,Apartment,Mumbai,15508698,58282,15450416,772520,927024,17149960,2,309008,New Sale,Cash,Yes,ICICI,1379458,3564189,Gujarat,Urban Garden,Lost
363,467,72,155,2025-03-12,2025-02-20,2025-03-27,Apartment,Chennai,8516539,7232,8509307,425465,510558,9445330,3,255279,New Sale,Mixed,Yes,ICICI,1483906,749103,Maharashtra,Palm Enclave,Lost
364,1815,57,62,2025-11-19,2025-10-30,2025-12-04,Villa,Delhi,10198474,124803,10073671,503683,604420,11181774,1,100736,New Sale,Mixed,No,Kotak,5688026,1881550,Karnataka,Emerald Garden,Registered
365,3790,91,11,2024-07-12,2024-06-22,2024-07-27,Plot,Delhi,7786335,467736,7318599,365929,439115,8123643,2,146371,New Sale,Loan,Yes,Kotak,1771748,4396605,Delhi,Golden Towers,Registered
366,365,62,255,2025-04-10,2025-03-21,2025-04-25,Plot,Pune,17999986,393446,17606540,880327,1056392,19543259,3,528196,Resale,Cash,Yes,SBI,3747684,4146003,Gujarat,Sunrise Towers,Cancelled
367,1810,3,210,2022-07-25,2022-07-05,2022-08-09,Plot,Mumbai,19532951,212370,19320581,966029,1159234,21445844,1,193205,New Sale,Cash,Yes,ICICI,2151400,4450154,Telangana,Palm Garden,Cancelled
368,2072,96,239,2023-10-30,2023-10-10,2023-11-14,Apartment,Bangalore,12594104,143750,12450354,622517,747021,13819892,1,124503,New Sale,Loan,No,Kotak,5605134,2011194,Gujarat,Emerald Homes,Registered
369,2262,92,191,2022-09-04,2022-08-15,2022-09-19,Plot,Hyderabad,5148044,47363,5100681,255034,306040,5661755,3,153020,New Sale,Loan,Yes,ICICI,7171002,3022432,Maharashtra,Silver Plaza,Negotiation
370,1899,70,225,2023-12-01,2023-11-11,2023-12-16,Apartment,Bangalore,5587864,136586,5451278,272563,327076,6050917,1,54512,New Sale,Mixed,No,HDFC,5287283,1996381,Karnataka,Urban Towers,Lost
371,3589,24,729,2023-09-22,2023-09-02,2023-10-07,Plot,Ahmedabad,16765210,60879,16704331,835216,1002259,18541806,1,167043,New Sale,Loan,Yes,Axis,4980617,3503670,Gujarat,Elite Homes,Booked
372,1644,19,993,2023-12-20,2023-11-30,2024-01-04,Plot,Mumbai,5610820,156824,5453996,272699,327239,6053934,3,163619,Resale,Cash,Yes,HDFC,2638487,4455322,Maharashtra,Golden Garden,Registered
373,3252,51,704,2025-06-16,2025-05-27,2025-07-01,Apartment,Chennai,12184210,488252,11695958,584797,701757,12982512,1,116959,New Sale,Mixed,Yes,Kotak,7709765,3993324,Karnataka,Palm Heights,Booked
374,4710,91,701,2021-05-25,2021-05-05,2021-06-09,Plot,Ahmedabad,14554716,481587,14073129,703656,844387,15621172,1,140731,Resale,Cash,Yes,HDFC,2525689,4305264,Telangana,Sunrise Towers,Negotiation
375,3968,42,95,2023-09-27,2023-09-07,2023-10-12,Apartment,Hyderabad,8550838,172087,8378751,418937,502725,9300413,1,83787,Resale,Loan,No,ICICI,4470036,2671555,Maharashtra,Elite Enclave,Cancelled
376,4050,39,55,2021-09-28,2021-09-08,2021-10-13,Villa,Delhi,9254011,104804,9149207,457460,548952,10155619,2,182984,New Sale,Mixed,Yes,ICICI,8888662,1801240,Karnataka,Elite Park,Site Visit
377,4268,47,732,2021-02-15,2021-01-26,2021-03-02,Villa,Hyderabad,18020494,272181,17748313,887415,1064898,19700626,1,177483,New Sale,Loan,Yes,ICICI,2270409,1409389,Karnataka,Golden Garden,Booked
378,825,50,902,2025-12-17,2025-11-27,2026-01-01,Villa,Ahmedabad,15563679,356968,15206711,760335,912402,16879448,3,456201,Resale,Cash,No,Kotak,3280148,3651665,Delhi,Urban Park,Lost
379,1026,22,27,2023-10-06,2023-09-16,2023-10-21,Apartment,Mumbai,16021932,237718,15784214,789210,947052,17520476,1,157842,New Sale,Mixed,No,ICICI,6245847,4525726,Maharashtra,Royal Towers,Site Visit
380,1058,63,373,2025-10-13,2025-09-23,2025-10-28,Apartment,Delhi,9170731,137064,9033667,451683,542020,10027370,2,180673,Resale,Mixed,Yes,HDFC,7285043,2693554,Tamil Nadu,Elite Homes,Registered
381,899,55,79,2023-01-13,2022-12-24,2023-01-28,Plot,Pune,6710336,147648,6562688,328134,393761,7284583,3,196880,Resale,Cash,Yes,Axis,4706213,3538915,Delhi,Urban Heights,Cancelled
382,4348,96,171,2025-09-19,2025-08-30,2025-10-04,Plot,Pune,4787078,486632,4300446,215022,258026,4773494,3,129013,Resale,Cash,Yes,SBI,5683576,2775410,Gujarat,Royal Residency,Agreement Signed
383,387,38,815,2022-05-21,2022-05-01,2022-06-05,Villa,Delhi,13650417,57858,13592559,679627,815553,15087739,3,407776,Resale,Loan,No,Axis,4461385,2729158,Maharashtra,Skyline Enclave,Registered
384,3556,32,329,2025-02-28,2025-02-08,2025-03-15,Apartment,Mumbai,16919061,98152,16820909,841045,1009254,18671208,1,168209,New Sale,Mixed,Yes,Kotak,9183041,1028295,Karnataka,Emerald Vista,Cancelled
385,2141,74,333,2023-12-05,2023-11-15,2023-12-20,Plot,Pune,16465319,437022,16028297,801414,961697,17791408,1,160282,Resale,Mixed,Yes,Kotak,8204080,4242807,Tamil Nadu,Skyline Heights,Cancelled
386,1298,82,161,2025-09-19,2025-08-30,2025-10-04,Apartment,Bangalore,13508892,296041,13212851,660642,792771,14666264,3,396385,New Sale,Loan,No,SBI,6063796,1433632,Maharashtra,Skyline Residency,Registered
387,4293,86,60,2022-12-13,2022-11-23,2022-12-28,Apartment,Pune,19292661,212621,19080040,954002,1144802,21178844,3,572401,New Sale,Loan,Yes,Axis,3494614,2666410,Maharashtra,Emerald Residency,Site Visit
388,3057,93,321,2023-04-16,2023-03-27,2023-05-01,Villa,Chennai,11414325,448144,10966181,548309,657970,12172460,2,219323,Resale,Loan,Yes,Kotak,4805632,565447,Delhi,Sunrise Vista,Booked
389,1967,35,980,2023-08-29,2023-08-09,2023-09-13,Villa,Hyderabad,13513854,282028,13231826,661591,793909,14687326,3,396954,Resale,Loan,Yes,HDFC,1996805,1059889,Gujarat,Greenfield Garden,Agreement Signed
390,146,100,598,2023-11-08,2023-10-19,2023-11-23,Plot,Delhi,12757740,319213,12438527,621926,746311,13806764,2,248770,Resale,Loan,Yes,ICICI,3579704,2239196,Maharashtra,Royal Towers,Agreement Signed
