LeadID,CustomerID,AgentID,LeadCreatedDate,FirstContactDate,LastFollowUpDate,LeadSource,LeadType,LeadStatus,InterestedPropertyType,PreferredCity,BudgetMin,BudgetMax,ConvertedToSale,ConvertedToLease,ConversionDate
856,901,36,2023-08-08,2023-08-10,2023-08-23,Ads,Rent,Lost,Villa,Mumbai,4691240,17339396,No,No,
857,343,20,2024-01-26,2024-01-28,2024-02-10,Ads,Buy,In Progress,Plot,Delhi,2908025,19527681,No,No,
858,870,1,2022-04-06,2022-04-08,2022-04-21,Walk-in,Buy,New,Villa,Hyderabad,2203033,19244291,Yes,No,2022-05-06
859,327,44,2021-03-01,2021-03-03,2021-03-16,Ads,Buy,New,Plot,Delhi,2697935,16489455,No,No,
860,1,1,2023-05-16,2023-05-18,2023-05-31,Ads,Rent,Closed,Plot,Bangalore,4091920,7217072,No,No,
861,251,13,2022-05-05,2022-05-07,2022-05-20,Walk-in,Rent,New,Villa,Pune,4493160,17710161,Yes,No,2022-06-04
862,834,85,2023-03-23,2023-03-25,2023-04-07,Referral,Buy,In Progress,Apartment,Mumbai,2919989,7090643,No,No,
863,653,45,2023-11-15,2023-11-17,2023-11-30,Ads,Rent,Closed,Villa,Ahmedabad,4415885,15146721,No,No,
864,212,1,2024-07-03,2024-07-05,2024-07-18,Walk-in,Rent,New,Villa,Bangalore,4621162,12599253,No,No,
865,987,27,2022-02-10,2022-02-12,2022-02-25,Ads,Buy,In Progress,Apartment,Chennai,2664830,19137108,No,No,
866,381,99,2024-11-20,2024-11-22,2024-12-05,Walk-in,Rent,Lost,Villa,Pune,2717015,8227523,Yes,Yes,2024-12-20
867,526,29,2023-04-24,2023-04-26,2023-05-09,Website,Rent,Closed,Villa,Mumbai,2913420,19421774,No,No,
868,341,95,2024-07-09,2024-07-11,2024-07-24,Ads,Buy,New,Villa,Chennai,2169671,7840975,Yes,No,2024-08-08
869,389,42,2023-07-31,2023-08-02,2023-08-15,Referral,Rent,New,Apartment,Ahmedabad,4373064,7592074,Yes,No,2023-08-30
870,359,4,2025-06-26,2025-06-28,2025-07-11,Website,Rent,In Progress,Apartment,Bangalore,4825608,17324292,Yes,No,2025-07-26
871,817,20,2025-08-30,2025-09-01,2025-09-14,Referral,Rent,New,Apartment,Chennai,2438176,14119605,No,No,
872,180,73,2022-01-09,2022-01-11,2022-01-24,Referral,Rent,New,Plot,Bangalore,3394735,10764878,Yes,No,2022-02-08
873,737,70,2023-11-15,2023-11-17,2023-11-30,Referral,Rent,New,Apartment,Mumbai,3973781,14747564,No,No,
874,838,27,2022-01-09,2022-01-11,2022-01-24,Walk-in,Buy,New,Plot,Mumbai,3898198,9137618,No,No,
875,257,71,2025-12-12,2025-12-14,2025-12-27,Walk-in,Buy,In Progress,Apartment,Ahmedabad,2895909,14671525,Yes,No,2026-01-11
876,605,12,2023-09-30,2023-10-02,2023-10-15,Referral,Rent,New,Plot,Hyderabad,4259069,16586757,No,No,
877,754,53,2023-03-12,2023-03-14,2023-03-27,Referral,Rent,Lost,Villa,Bangalore,3137325,16467608,No,No,
878,415,6,2022-09-08,2022-09-10,2022-09-23,Ads,Buy,New,Villa,Ahmedabad,3259661,6481377,Yes,Yes,2022-10-08
879,6,75,2023-10-29,2023-10-31,2023-11-13,Walk-in,Buy,In Progress,Plot,Chennai,4386740,18154212,Yes,Yes,2023-11-28
880,820,57,2024-08-01,2024-08-03,2024-08-16,Referral,Buy,Lost,Villa,Pune,2738018,16995497,No,No,
881,504,87,2024-03-21,2024-03-23,2024-04-05,Walk-in,Rent,New,Apartment,Bangalore,2023805,16366572,Yes,No,2024-04-20
882,609,92,2024-08-18,2024-08-20,2024-09-02,Ads,Buy,In Progress,Villa,Ahmedabad,4966140,15522767,No,No,
883,125,81,2021-08-19,2021-08-21,2021-09-03,Ads,Rent,In Progress,Plot,Hyderabad,4247087,6920272,Yes,No,2021-09-18
884,729,12,2021-02-13,2021-02-15,2021-02-28,Ads,Buy,Lost,Plot,Chennai,4848037,19674719,No,No,
885,9,17,2025-02-20,2025-02-22,2025-03-07,Walk-in,Rent,Lost,Apartment,Ahmedabad,2268369,18392434,Yes,Yes,2025-03-22
886,165,22,2023-06-05,2023-06-07,2023-06-20,Referral,Buy,Closed,Plot,Hyderabad,2571683,9470583,Yes,Yes,2023-07-05
887,163,27,2021-01-05,2021-01-07,2021-01-20,Referral,Rent,New,Apartment,Pune,2783752,14677177,No,No,
888,681,30,2023-03-19,2023-03-21,2023-04-03,Walk-in,Buy,Closed,Apartment,Hyderabad,4025105,15833503,Yes,Yes,2023-04-18
889,761,45,2024-06-18,2024-06-20,2024-07-03,Ads,Buy,New,Apartment,Mumbai,3995684,11528479,Yes,Yes,2024-07-18
890,536,49,2024-05-17,2024-05-19,2024-06-01,Walk-in,Rent,In Progress,Villa,Mumbai,4907196,7148416,No,No,
891,775,63,2023-08-20,2023-08-22,2023-09-04,Referral,Buy,Lost,Villa,Bangalore,3855034,12210804,Yes,No,2023-09-19
892,796,59,2023-12-02,2023-12-04,2023-12-17,Referral,Buy,Closed,Villa,Chennai,4127196,8327950,Yes,No,2024-01-01
893,108,77,2022-10-12,2022-10-14,2022-10-27,Ads,Rent,Closed,Villa,Delhi,4486367,8712021,No,No,
894,990,22,2023-12-22,2023-12-24,2024-01-06,Ads,Rent,Lost,Apartment,Hyderabad,4557092,15486320,No,No,
895,196,48,2025-09-29,2025-10-01,2025-10-14,Walk-in,Buy,New,Plot,Mumbai,4042274,14393289,No,No,
896,597,75,2024-12-28,2024-12-30,2025-01-12,Ads,Rent,In Progress,Villa,Delhi,3831534,13621977,No,No,
897,677,33,2021-07-19,2021-07-21,2021-08-03,Walk-in,Rent,Closed,Apartment,Delhi,4376007,17490642,No,No,
898,54,52,2022-05-31,2022-06-02,2022-06-15,Referral,Rent,Lost,Apartment,Chennai,2321533,12542921,No,No,
899,145,89,2024-09-14,2024-09-16,2024-09-29,Ads,Buy,In Progress,Villa,Chennai,4917057,12029732,Yes,Yes,2024-10-14
900,595,66,2021-10-20,2021-10-22,2021-11-04,Ads,Rent,Lost,Apartment,Ahmedabad,2922556,16206247,Yes,No,2021-11-19
901,556,41,2022-04-27,2022-04-29,2022-05-12,Ads,Buy,New,Villa,Hyderabad,3631569,13446611,Yes,No,2022-05-27
902,940,62,2021-05-11,2021-05-13,2021-05-26,Website,Buy,Lost,Plot,Pune,2162660,16507101,No,No,
903,107,15,2025-10-19,2025-10-21,2025-11-03,Ads,Rent,New,Villa,Chennai,2504519,8773354,No,No,
904,871,21,2024-02-23,2024-02-25,2024-03-09,Walk-in,Buy,New,Villa,Chennai,3268749,15187738,Yes,Yes,2024-03-24
905,711,30,2025-06-06,2025-06-08,2025-06-21,Ads,Buy,New,Plot,Bangalore,4015895,17358468,Yes,No,2025-07-06
906,75,53,2023-06-26,2023-06-28,2023-07-11,Walk-in,Buy,New,Plot,Mumbai,3266146,19357741,Yes,Yes,2023-07-26
907,467,60,2023-11-09,2023-11-11,2023-11-24,Walk-in,Buy,New,Apartment,Ahmedabad,3826175,14688473,Yes,No,2023-12-09
908,64,36,2022-11-01,2022-11-03,2022-11-16,Walk-in,Rent,Closed,Plot,Ahmedabad,4689030,6320896,No,No,
909,470,68,2023-11-27,2023-11-29,2023-12-12,Website,Rent,Lost,Apartment,Delhi,3234984,17433666,Yes,No,2023-12-27
910,698,27,2023-07-24,2023-07-26,2023-08-08,Ads,Rent,Lost,Villa,Mumbai,3793096,11147722,Yes,No,2023-08-23
911,425,34,2022-08-15,2022-08-17,2022-08-30,Ads,Rent,Closed,Villa,Chennai,2788966,7020051,Yes,Yes,2022-09-14
912,171,5,2024-12-12,2024-12-14,2024-12-27,Ads,Buy,In Progress,Plot,Mumbai,2011150,10555827,Yes,Yes,2025-01-11
913,903,42,2024-08-17,2024-08-19,2024-09-01,Website,Rent,In Progress,Villa,Bangalore,2875935,14281062,No,No,
914,729,13,2021-10-07,2021-10-09,2021-10-22,Referral,Rent,Lost,Apartment,Hyderabad,4930612,12579376,Yes,No,2021-11-06
915,4,9,2023-08-02,2023-08-04,2023-08-17,Ads,Rent,Lost,Plot,Delhi,4627336,19651786,No,No,
916,395,46,2023-07-02,2023-07-04,2023-07-17,Website,Buy,New,Villa,Bangalore,2918742,8697770,No,No,
917,749,42,2021-07-26,2021-07-28,2021-08-10,Website,Buy,Lost,Plot,Delhi,3084534,7832503,Yes,No,2021-08-25
918,661,53,2024-05-22,2024-05-24,2024-06-06,Ads,Rent,In Progress,Villa,Bangalore,2590079,15772573,Yes,No,2024-06-21
919,911,48,2022-01-08,2022-01-10,2022-01-23,Walk-in,Buy,New,Villa,Bangalore,2939223,15412808,No,No,
920,387,31,2025-12-15,2025-12-17,2025-12-30,Referral,Rent,Lost,Apartment,Delhi,3619749,16980249,Yes,Yes,2026-01-14
921,671,36,2025-02-09,2025-02-11,2025-02-24,Ads,Rent,Closed,Apartment,Mumbai,4336688,16271459,No,No,
922,678,68,2021-08-02,2021-08-04,2021-08-17,Ads,Buy,New,Villa,Ahmedabad,3416674,6253391,No,No,
923,326,24,2023-10-13,2023-10-15,2023-10-28,Referral,Buy,New,Apartment,Hyderabad,2802157,7823000,Yes,No,2023-11-12
924,978,81,2025-06-04,2025-06-06,2025-06-19,Walk-in,Buy,In Progress,Apartment,Pune,2547295,16670040,Yes,No,2025-07-04
925,327,29,2021-11-27,2021-11-29,2021-12-12,Website,Buy,New,Villa,Bangalore,3423892,6309728,Yes,Yes,2021-12-27
926,311,4,2025-03-20,2025-03-22,2025-04-04,Ads,Rent,New,Plot,Mumbai,2712541,16308646,No,No,
927,90,88,2022-02-24,2022-02-26,2022-03-11,Walk-in,Rent,Closed,Plot,Bangalore,4769776,8372920,Yes,No,2022-03-26
928,755,10,2021-06-08,2021-06-10,2021-06-23,Website,Rent,In Progress,Apartment,Chennai,3188661,11039779,No,No,
929,58,58,2025-05-01,2025-05-03,2025-05-16,Referral,Rent,In Progress,Apartment,Chennai,2402985,19481740,Yes,Yes,2025-05-31
930,61,79,2021-10-27,2021-10-29,2021-11-11,Ads,Rent,In Progress,Apartment,Hyderabad,3360112,7019556,No,No,
931,327,28,2024-11-30,2024-12-02,2024-12-15,Referral,Buy,New,Villa,Delhi,4750081,6451240,Yes,Yes,2024-12-30
932,19,18,2025-03-21,2025-03-23,2025-04-05,Referral,Rent,Closed,Plot,Pune,4134205,9136005,No,No,
933,501,74,2025-06-10,2025-06-12,2025-06-25,Website,Rent,Lost,Villa,Pune,2703205,18164553,Yes,No,2025-07-10
934,451,23,2021-04-27,2021-04-29,2021-05-12,Referral,Buy,In Progress,Villa,Hyderabad,2704007,10396639,Yes,Yes,2021-05-27
935,301,66,2021-08-11,2021-08-13,2021-08-26,Referral,Rent,Closed,Apartment,Ahmedabad,2363254,14970199,Yes,Yes,2021-09-10
936,997,65,2024-11-21,2024-11-23,2024-12-06,Ads,Rent,In Progress,Plot,Hyderabad,2211826,8757109,No,No,
937,101,22,2025-01-24,2025-01-26,2025-02-08,Website,Buy,In Progress,Villa,Pune,4643432,9958971,No,No,
938,909,46,2021-11-20,2021-11-22,2021-12-05,Referral,Buy,Closed,Apartment,Ahmedabad,2720885,6080982,No,No,
939,849,43,2022-02-15,2022-02-17,2022-03-02,Website,Rent,Lost,Villa,Hyderabad,4821515,15825910,Yes,No,2022-03-17
940,614,86,2025-06-20,2025-06-22,2025-07-05,Walk-in,Rent,Closed,Villa,Chennai,4051514,18920387,Yes,No,2025-07-20
941,1,76,2022-07-02,2022-07-04,2022-07-17,Referral,Buy,New,Plot,Ahmedabad,3953924,9521643,Yes,Yes,2022-08-01
942,526,8,2024-04-03,2024-04-05,2024-04-18,Website,Rent,In Progress,Villa,Pune,4140331,10184745,No,No,
943,985,67,2025-01-18,2025-01-20,2025-02-02,Website,Rent,New,Apartment,Mumbai,2226398,8472613,No,No,
944,228,65,2023-02-01,2023-02-03,2023-02-16,Ads,Buy,New,Plot,Hyderabad,4498192,9947190,Yes,No,2023-03-03
945,874,14,2024-12-18,2024-12-20,2025-01-02,Referral,Rent,Closed,Apartment,Bangalore,4271908,17762507,Yes,No,2025-01-17
946,69,89,2022-09-22,2022-09-24,2022-10-07,Referral,Buy,In Progress,Villa,Chennai,4382468,12386052,Yes,Yes,2022-10-22
947,569,62,2021-04-20,2021-04-22,2021-05-05,Referral,Rent,In Progress,Plot,Chennai,3033832,17652933,Yes,No,2021-05-20
948,12,94,2021-11-10,2021-11-12,2021-11-25,Ads,Buy,In Progress,Plot,Delhi,2716148,18282714,No,No,
949,309,35,2025-01-12,2025-01-14,2025-01-27,Referral,Buy,Lost,Plot,Mumbai,4331104,15673658,No,No,
950,287,31,2025-09-03,2025-09-05,2025-09-18,Walk-in,Rent,Closed,Villa,Bangalore,2935560,16809629,No,No,
951,578,70,2025-03-05,2025-03-07,2025-03-20,Walk-in,Rent,Closed,Plot,Ahmedabad,3987305,12798007,No,No,
952,867,37,2022-11-24,2022-11-26,2022-12-09,Walk-in,Buy,In Progress,Plot,Chennai,3328924,18211012,No,No,
953,376,70,2025-04-01,2025-04-03,2025-04-16,Referral,Rent,In Progress,Apartment,Ahmedabad,4214010,8813636,Yes,Yes,2025-05-01
954,394,24,2022-05-09,2022-05-11,2022-05-24,Ads,Rent,New,Apartment,Hyderabad,2378078,12798779,No,No,
955,88,97,2023-02-21,2023-02-23,2023-03-08,Referral,Rent,In Progress,Villa,Pune,3717383,18550163,No,No,
956,131,39,2022-02-26,2022-02-28,2022-03-13,Ads,Buy,New,Villa,Chennai,4334448,8366756,Yes,Yes,2022-03-28
957,888,61,2023-11-19,2023-11-21,2023-12-04,Website,Buy,In Progress,Plot,Delhi,2496818,19832508,No,No,
958,312,24,2022-10-01,2022-10-03,2022-10-16,Walk-in,Rent,In Progress,Plot,Hyderabad,2604538,6282494,No,No,
959,859,30,2023-04-07,2023-04-09,2023-04-22,Walk-in,Rent,Lost,Apartment,Pune,3142412,13241653,Yes,No,2023-05-07
960,741,45,2024-08-13,2024-08-15,2024-08-28,Referral,Rent,In Progress,Villa,Delhi,4418422,17377308,Yes,No,2024-09-12
961,356,1,2024-12-17,2024-12-19,2025-01-01,Website,Rent,Closed,Apartment,Bangalore,2520583,13059272,No,No,
962,467,67,2025-12-20,2025-12-22,2026-01-04,Ads,Rent,New,Plot,Ahmedabad,4867451,12149820,Yes,No,2026-01-19
963,817,3,2025-09-06,2025-09-08,2025-09-21,Referral,Rent,In Progress,Plot,Hyderabad,4130498,13800018,No,No,
964,953,12,2024-02-18,2024-02-20,2024-03-04,Website,Rent,New,Plot,Hyderabad,4026856,13044823,No,No,
965,55,77,2023-12-24,2023-12-26,2024-01-08,Walk-in,Rent,Lost,Villa,Hyderabad,4113051,17367367,No,No,
966,324,27,2025-07-31,2025-08-02,2025-08-15,Walk-in,Rent,In Progress,Villa,Delhi,2169972,18047868,Yes,Yes,2025-08-30
967,882,92,2022-07-11,2022-07-13,2022-07-26,Ads,Buy,New,Plot,Hyderabad,4194694,11624460,No,No,
968,735,82,2021-10-07,2021-10-09,2021-10-22,Website,Buy,New,Apartment,Mumbai,4372336,19712984,Yes,No,2021-11-06
969,357,10,2024-04-25,2024-04-27,2024-05-10,Website,Rent,Closed,Villa,Chennai,3297213,10393037,Yes,Yes,2024-05-25
970,960,23,2023-07-11,2023-07-13,2023-07-26,Referral,Buy,In Progress,Apartment,Delhi,4694348,13023853,Yes,No,2023-08-10
971,998,40,2022-10-21,2022-10-23,2022-11-05,Referral,Buy,Lost,Villa,Ahmedabad,3693307,12116730,Yes,Yes,2022-11-20
972,899,4,2021-01-15,2021-01-17,2021-01-30,Website,Rent,Lost,Plot,Pune,3234378,9687427,Yes,Yes,2021-02-14
973,180,74,2021-02-21,2021-02-23,2021-03-08,Referral,Rent,Closed,Apartment,Ahmedabad,3535121,18548437,Yes,Yes,2021-03-23
974,670,45,2022-06-22,2022-06-24,2022-07-07,Walk-in,Rent,Lost,Apartment,Chennai,4758173,14955042,Yes,Yes,2022-07-22
975,814,74,2025-08-22,2025-08-24,2025-09-06,Website,Buy,New,Apartment,Bangalore,3241530,6822579,No,No,
976,297,36,2022-02-06,2022-02-08,2022-02-21,Referral,Buy,In Progress,Apartment,Ahmedabad,3974941,18794848,No,No,
977,361,7,2021-10-24,2021-10-26,2021-11-08,Walk-in,Rent,Lost,Apartment,Pune,2455184,9782080,Yes,Yes,2021-11-23
978,336,8,2023-09-16,2023-09-18,2023-10-01,Ads,Buy,Closed,Villa,Pune,2128296,18514182,No,No,
979,864,14,2025-02-04,2025-02-06,2025-02-19,Website,Rent,In Progress,Apartment,Delhi,3394481,17064637,Yes,Yes,2025-03-06
980,817,100,2023-11-23,2023-11-25,2023-12-08,Website,Buy,In Progress,Plot,Mumbai,3995059,17105070,No,No,
981,105,45,2025-08-27,2025-08-29,2025-09-11,Ads,Buy,Closed,Apartment,Bangalore,3252660,12198264,No,No,
982,808,23,2025-05-03,2025-05-05,2025-05-18,Website,Buy,Lost,Apartment,Pune,3983661,16543631,Yes,Yes,2025-06-02
983,68,17,2025-05-04,2025-05-06,2025-05-19,Walk-in,Buy,New,Apartment,Pune,4577532,7410704,No,No,
984,114,41,2023-04-30,2023-05-02,2023-05-15,Ads,Rent,New,Villa,Mumbai,2107210,9778439,Yes,Yes,2023-05-30
985,665,28,2023-06-18,2023-06-20,2023-07-03,Ads,Rent,Lost,Apartment,Ahmedabad,2800776,19933160,Yes,Yes,2023-07-18
986,56,33,2023-02-03,2023-02-05,2023-02-18,Walk-in,Buy,Lost,Apartment,Ahmedabad,4644561,11912293,Yes,Yes,2023-03-05
987,735,24,2021-05-02,2021-05-04,2021-05-17,Referral,Buy,New,Villa,Delhi,3068601,9221302,No,No,
988,201,98,2024-11-17,2024-11-19,2024-12-02,Referral,Buy,Lost,Plot,Delhi,3346891,8341069,Yes,No,2024-12-17
989,948,45,2024-04-03,2024-04-05,2024-04-18,Ads,Buy,New,Villa,Ahmedabad,2882790,15106226,No,No,
990,694,84,2023-04-25,2023-04-27,2023-05-10,Referral,Rent,Closed,Villa,Ahmedabad,3897854,9267953,Yes,No,2023-05-25
991,306,11,2023-09-09,2023-09-11,2023-09-24,Referral,Buy,New,Apartment,Delhi,3876816,6260837,No,No,
992,972,13,2022-09-15,2022-09-17,2022-09-30,Walk-in,Rent,Lost,Apartment,Delhi,2357146,14087434,No,No,
993,329,98,2023-10-25,2023-10-27,2023-11-09,Referral,Rent,In Progress,Plot,Ahmedabad,3390614,8691002,Yes,Yes,2023-11-24
994,90,46,2021-01-28,2021-01-30,2021-02-12,Walk-in,Rent,Closed,Plot,Mumbai,2566977,17687594,Yes,No,2021-02-27
995,458,51,2025-08-15,2025-08-17,2025-08-30,Walk-in,Buy,Lost,Apartment,Mumbai,4252647,8725012,Yes,Yes,2025-09-14
996,169,51,2022-07-29,2022-07-31,2022-08-13,Referral,Buy,Lost,Apartment,Bangalore,2997159,10034970,No,No,
997,984,57,2022-08-07,2022-08-09,2022-08-22,Ads,Rent,In Progress,Apartment,Pune,3110131,6416428,No,No,
998,385,90,2022-01-19,2022-01-21,2022-02-03,Referral,Buy,Closed,Apartment,Delhi,2806356,9272723,No,No,
999,318,42,2021-11-01,2021-11-03,2021-11-16,Ads,Buy,In Progress,Apartment,Pune,2729618,12333383,Yes,No,2021-12-01
1000,629,90,2025-04-06,2025-04-08,2025-04-21,Website,Rent,New,Villa,Mumbai,3789178,14026677,No,No,
1001,85,49,2021-05-12,2021-05-14,2021-05-27,Referral,Rent,Closed,Apartment,Bangalore,2333908,16829300,Yes,Yes,2021-06-11
1002,76,46,2021-04-29,2021-05-01,2021-05-14,Referral,Buy,In Progress,Villa,Pune,4963584,19584147,Yes,Yes,2021-05-29
1003,708,68,2025-08-20,2025-08-22,2025-09-04,Ads,Rent,Lost,Apartment,Delhi,3239648,12847623,No,No,
1004,845,35,2023-12-21,2023-12-23,2024-01-05,Ads,Buy,Closed,Plot,Ahmedabad,2658896,14181009,Yes,Yes,2024-01-20
1005,648,27,2021-06-13,2021-06-15,2021-06-28,Ads,Buy,In Progress,Villa,Ahmedabad,2721215,19590511,No,No,
1006,493,97,2022-09-09,2022-09-11,2022-09-24,Referral,Buy,In Progress,Plot,Delhi,4011617,15325235,Yes,No,2022-10-09
1007,911,15,2024-11-20,2024-11-22,2024-12-05,Ads,Buy,New,Villa,Delhi,4913899,15096305,No,No,
1008,390,19,2024-02-15,2024-02-17,2024-03-01,Referral,Buy,New,Apartment,Delhi,2152648,6365561,No,No,
1009,731,93,2022-11-13,2022-11-15,2022-11-28,Walk-in,Buy,Closed,Villa,Pune,4901077,9155628,No,No,
1010,638,95,2022-12-15,2022-12-17,2022-12-30,Referral,Buy,In Progress,Villa,Mumbai,2596551,9267160,Yes,No,2023-01-14
1011,247,1,2022-02-27,2022-03-01,2022-03-14,Ads,Rent,New,Plot,Mumbai,3838335,10306175,Yes,No,2022-03-29
1012,644,23,2022-12-03,2022-12-05,2022-12-18,Walk-in,Buy,Closed,Villa,Mumbai,3184698,7314687,Yes,No,2023-01-02
1013,856,26,2021-04-01,2021-04-03,2021-04-16,Website,Rent,New,Apartment,Hyderabad,4378802,6794830,Yes,No,2021-05-01
1014,567,11,2023-05-04,2023-05-06,2023-05-19,Walk-in,Rent,In Progress,Plot,Chennai,4321719,8875913,Yes,Yes,2023-06-03
1015,757,45,2021-08-29,2021-08-31,2021-09-13,Ads,Rent,In Progress,Apartment,Ahmedabad,2977157,15384144,No,No,
1016,262,64,2022-10-16,2022-10-18,2022-10-31,Website,Buy,Closed,Villa,Delhi,4626594,18611089,Yes,Yes,2022-11-15
1017,804,96,2022-08-03,2022-08-05,2022-08-18,Referral,Rent,Closed,Apartment,Ahmedabad,3999289,15056131,Yes,No,2022-09-02
1018,644,7,2024-09-02,2024-09-04,2024-09-17,Ads,Rent,Closed,Villa,Hyderabad,2045894,7057952,No,No,
1019,456,57,2023-02-21,2023-02-23,2023-03-08,Walk-in,Rent,New,Villa,Delhi,3061200,14728417,No,No,
1020,433,22,2025-10-18,2025-10-20,2025-11-02,Website,Buy,New,Apartment,Mumbai,2558920,10561334,Yes,No,2025-11-17
1021,949,95,2025-01-19,2025-01-21,2025-02-03,Referral,Rent,New,Plot,Ahmedabad,3875510,10892251,No,No,
1022,734,22,2025-03-02,2025-03-04,2025-03-17,Referral,Buy,In Progress,Apartment,Hyderabad,4633773,7661069,Yes,No,2025-04-01
1023,647,76,2025-08-01,2025-08-03,2025-08-16,Ads,Buy,Closed,Villa,Delhi,3444805,11563750,No,No,
1024,580,76,2021-10-05,2021-10-07,2021-10-20,Ads,Rent,Lost,Apartment,Chennai,4785994,9043695,Yes,No,2021-11-04
1025,811,53,2024-06-01,2024-06-03,2024-06-16,Website,Rent,New,Apartment,Chennai,4195819,8237966,Yes,Yes,2024-07-01
1026,893,54,2024-06-01,2024-06-03,2024-06-16,Website,Buy,Closed,Plot,Chennai,2277735,10339588,Yes,No,2024-07-01
1027,314,1,2025-11-04,2025-11-06,2025-11-19,Walk-in,Buy,In Progress,Apartment,Ahmedabad,4454687,12580484,Yes,No,2025-12-04
1028,658,39,2023-09-26,2023-09-28,2023-10-11,Walk-in,Buy,New,Plot,Bangalore,3111726,9502586,Yes,No,2023-10-26
1029,645,89,2022-02-25,2022-02-27,2022-03-12,Website,Buy,Lost,Plot,Mumbai,3015731,15343452,Yes,No,2022-03-27
1030,966,81,2025-02-18,2025-02-20,2025-03-05,Walk-in,Rent,In Progress,Apartment,Chennai,2115840,17769916,No,No,
1031,103,26,2024-01-14,2024-01-16,2024-01-29,Ads,Rent,Closed,Apartment,Delhi,4971036,16960072,Yes,Yes,2024-02-13
1032,930,5,2024-08-06,2024-08-08,2024-08-21,Referral,Rent,In Progress,Apartment,Ahmedabad,4946450,11947995,Yes,No,2024-09-05
1033,427,96,2025-03-28,2025-03-30,2025-04-12,Website,Rent,In Progress,Villa,Chennai,2757655,15778080,Yes,Yes,2025-04-27
1034,807,26,2023-06-04,2023-06-06,2023-06-19,Ads,Rent,In Progress,Apartment,Pune,3696964,17187254,No,No,
1035,643,26,2025-12-04,2025-12-06,2025-12-19,Ads,Rent,Closed,Villa,Bangalore,2065073,16785738,No,No,
1036,475,97,2024-10-31,2024-11-02,2024-11-15,Referral,Buy,Closed,Villa,Bangalore,4765282,6701577,Yes,Yes,2024-11-30
1037,748,21,2022-11-05,2022-11-07,2022-11-20,Walk-in,Buy,New,Villa,Delhi,4198549,13172791,Yes,No,2022-12-05
1038,995,100,2025-07-30,2025-08-01,2025-08-14,Walk-in,Rent,New,Plot,Mumbai,2712189,9208942,Yes,No,2025-08-29
1039,663,84,2024-06-21,2024-06-23,2024-07-06,Website,Buy,Closed,Apartment,Chennai,2327965,18602329,No,No,
1040,826,36,2023-11-24,2023-11-26,2023-12-09,Walk-in,Rent,Closed,Villa,Hyderabad,2120136,17267991,No,No,
1041,106,23,2025-12-29,2025-12-31,2026-01-13,Referral,Rent,Lost,Apartment,Delhi,2300664,12712340,No,No,
1042,975,16,2021-03-26,2021-03-28,2021-04-10,Referral,Buy,Lost,Villa,Hyderabad,2822568,9226524,No,No,
1043,291,11,2021-12-04,2021-12-06,2021-12-19,Website,Rent,In Progress,Plot,Ahmedabad,4243763,14329254,Yes,Yes,2022-01-03
1044,423,40,2022-09-06,2022-09-08,2022-09-21,Ads,Buy,New,Apartment,Hyderabad,4809397,12868042,Yes,Yes,2022-10-06
1045,872,16,2023-02-26,2023-02-28,2023-03-13,Ads,Rent,Closed,Plot,Pune,2093542,17815298,No,No,
1046,135,43,2021-12-04,2021-12-06,2021-12-19,Website,Rent,In Progress,Apartment,Pune,4730283,14599436,Yes,Yes,2022-01-03
1047,608,57,2023-11-26,2023-11-28,2023-12-11,Website,Rent,Closed,Villa,Pune,2263167,12156407,Yes,No,2023-12-26
1048,274,30,2022-10-24,2022-10-26,2022-11-08,Referral,Buy,Closed,Villa,Bangalore,4681693,19312240,Yes,Yes,2022-11-23
1049,948,78,2023-02-20,2023-02-22,2023-03-07,Ads,Rent,New,Villa,Ahmedabad,2546882,6091660,Yes,Yes,2023-03-22
1050,964,22,2023-03-25,2023-03-27,2023-04-09,Walk-in,Buy,New,Apartment,Chennai,3939396,18004535,No,No,
1051,714,26,2025-01-19,2025-01-21,2025-02-03,Referral,Buy,New,Villa,Delhi,2581165,8276842,Yes,No,2025-02-18
1052,701,17,2022-02-19,2022-02-21,2022-03-06,Website,Buy,New,Plot,Pune,2797110,14982329,Yes,No,2022-03-21
1053,809,65,2024-10-14,2024-10-16,2024-10-29,Website,Rent,In Progress,Villa,Chennai,4211653,9783303,Yes,No,2024-11-13
1054,54,90,2021-03-30,2021-04-01,2021-04-14,Referral,Rent,In Progress,Plot,Ahmedabad,3301367,13754502,Yes,Yes,2021-04-29
1055,544,44,2022-05-22,2022-05-24,2022-06-06,Ads,Rent,Lost,Apartment,Bangalore,4199970,7688697,No,No,
1056,360,97,2021-05-29,2021-05-31,2021-06-13,Website,Buy,New,Plot,Chennai,4896072,9457812,No,No,
1057,578,64,2024-01-25,2024-01-27,2024-02-09,Walk-in,Rent,New,Villa,Chennai,4632093,10812371,No,No,
1058,429,92,2022-03-31,2022-04-02,2022-04-15,Website,Rent,Lost,Villa,Chennai,2509216,9476404,Yes,No,2022-04-30
1059,652,1,2024-04-15,2024-04-17,2024-04-30,Website,Rent,Closed,Apartment,Bangalore,4801769,10276737,Yes,No,2024-05-15
1060,806,17,2022-05-10,2022-05-12,2022-05-25,Website,Buy,Lost,Apartment,Hyderabad,3031626,14269809,No,No,
1061,197,79,2025-12-13,2025-12-15,2025-12-28,Ads,Rent,In Progress,Villa,Hyderabad,2490209,14078381,No,No,
