LeaseID,PropertyID,AgentID,CustomerID,LeaseStartDate,LeaseEndDate,AgreementDate,MonthlyRent,SecurityDeposit,MaintenanceCharge,BrokerageAmount,BrokeragePercent,LeaseTenureMonths,RentEscalationPercent,LockInPeriodMonths,NoticePeriodDays,LeaseType,LeaseStatus,PaymentFrequency
422,1552,63,74,2021-01-27,2023-01-17,2021-01-17,60170,142499,4302,31457,2,24,5,6,60,Commercial,Active,Monthly
423,3533,44,821,2024-06-17,2026-06-07,2024-06-07,64641,148070,7097,42808,2,24,5,11,60,Commercial,Active,Quarterly
424,1942,2,794,2022-12-15,2024-12-04,2022-12-05,37116,83320,5851,46880,1,24,10,11,60,Residential,Active,Quarterly
425,561,43,790,2023-01-18,2025-01-07,2023-01-08,43552,180505,4436,22840,2,24,10,6,30,Commercial,Active,Quarterly
426,1678,67,228,2024-08-08,2025-07-04,2024-07-29,56329,50308,7879,45680,1,11,10,6,60,Commercial,Expired,Monthly
427,1470,17,908,2023-08-13,2024-07-08,2023-08-03,50979,94128,5867,21101,2,11,5,11,60,Commercial,Active,Monthly
428,2354,30,61,2023-05-17,2025-05-06,2023-05-07,32260,100554,3198,40083,1,24,5,11,60,Residential,Active,Monthly
429,824,78,348,2024-03-30,2027-03-15,2024-03-20,66561,86265,7479,47467,2,36,5,6,30,Commercial,Active,Quarterly
430,3945,10,786,2021-05-08,2022-04-03,2021-04-28,38275,179205,7942,49466,1,11,10,6,60,Commercial,Expired,Monthly
431,4551,85,79,2024-04-29,2027-04-14,2024-04-19,35853,188281,3213,15137,1,36,10,6,60,Residential,Active,Quarterly
432,4606,40,691,2022-12-22,2023-11-17,2022-12-12,32138,117870,4810,32246,1,11,10,6,30,Residential,Expired,Monthly
433,2224,54,306,2021-12-27,2023-12-17,2021-12-17,61175,31829,4448,24538,1,24,5,6,60,Residential,Expired,Monthly
434,3738,18,863,2021-01-26,2023-01-16,2021-01-16,41822,198412,2302,28547,1,24,10,11,30,Commercial,Active,Monthly
435,427,98,231,2024-08-21,2027-08-06,2024-08-11,69514,195027,6807,48621,2,36,10,11,30,Residential,Active,Monthly
436,4932,17,335,2021-06-24,2022-05-20,2021-06-14,35267,182226,6427,41977,1,11,10,11,30,Commercial,Expired,Monthly
437,349,99,27,2021-01-06,2022-12-27,2020-12-27,44703,121741,7571,46603,1,24,10,6,30,Commercial,Expired,Quarterly
438,4793,11,879,2024-06-30,2027-06-15,2024-06-20,17496,73900,5700,23068,2,36,5,6,30,Residential,Expired,Quarterly
439,1760,76,410,2024-08-16,2026-08-06,2024-08-06,54537,114181,5495,23874,1,24,10,11,60,Commercial,Expired,Quarterly
440,170,74,209,2021-03-30,2023-03-20,2021-03-20,43727,117989,7666,40334,1,24,10,6,60,Residential,Expired,Monthly
441,4495,100,649,2023-02-28,2024-01-24,2023-02-18,27926,133340,3205,13618,1,11,5,11,60,Residential,Expired,Monthly
442,4238,39,310,2023-04-24,2025-04-13,2023-04-14,66665,67691,5511,31184,1,24,5,11,60,Residential,Expired,Quarterly
443,3930,70,432,2024-11-14,2025-10-10,2024-11-04,54654,149488,7809,15085,1,11,10,6,30,Commercial,Active,Quarterly
444,1047,43,579,2022-08-09,2025-07-24,2022-07-30,16569,173811,2774,41536,2,36,5,6,60,Commercial,Expired,Monthly
445,4434,85,129,2024-01-03,2024-11-28,2023-12-24,17684,146450,3789,15897,1,11,10,11,60,Commercial,Active,Monthly
446,3392,40,694,2021-05-22,2024-05-06,2021-05-12,24706,173878,2881,48251,2,36,5,6,30,Commercial,Expired,Monthly
447,981,74,407,2024-05-05,2025-03-31,2024-04-25,25890,165741,4874,49932,1,11,10,11,60,Commercial,Active,Quarterly
448,673,72,165,2024-09-17,2026-09-07,2024-09-07,36078,176427,5522,31569,1,24,10,6,30,Commercial,Expired,Monthly
449,589,41,432,2024-09-14,2026-09-04,2024-09-04,44654,171170,4809,12270,1,24,5,6,30,Commercial,Expired,Monthly
450,2981,98,37,2021-12-21,2023-12-11,2021-12-11,67444,43777,3167,33798,1,24,5,11,30,Residential,Active,Monthly
451,1836,64,108,2023-02-22,2026-02-06,2023-02-12,49541,110611,2159,25924,1,36,5,11,60,Residential,Active,Monthly
452,370,94,551,2022-02-12,2023-01-08,2022-02-02,66176,135405,4747,43836,1,11,10,11,30,Residential,Expired,Quarterly
453,4708,67,441,2021-08-15,2022-07-11,2021-08-05,66134,133417,6443,45000,2,11,5,11,30,Commercial,Active,Monthly
454,1244,93,742,2022-07-15,2024-07-04,2022-07-05,54198,114687,4738,23794,1,24,10,11,60,Residential,Active,Monthly
455,236,35,541,2022-08-06,2024-07-26,2022-07-27,54328,195252,5892,19229,1,24,10,6,60,Residential,Expired,Monthly
456,964,77,613,2022-07-25,2025-07-09,2022-07-15,66222,189965,6005,36500,1,36,10,6,60,Residential,Expired,Monthly
457,54,65,940,2023-03-13,2025-03-02,2023-03-03,20294,116809,3353,14552,1,24,10,11,30,Residential,Active,Monthly
458,3478,96,744,2022-06-03,2024-05-23,2022-05-24,52451,82940,2293,34586,1,24,5,6,60,Commercial,Active,Quarterly
459,3983,67,1000,2021-10-15,2022-09-10,2021-10-05,53464,143806,6727,19545,1,11,5,6,30,Commercial,Expired,Quarterly
460,1063,91,809,2021-02-25,2024-02-10,2021-02-15,34447,160774,2236,38981,2,36,10,11,60,Residential,Expired,Monthly
461,752,25,498,2022-09-20,2023-08-16,2022-09-10,54714,198917,3242,27744,2,11,5,6,30,Residential,Expired,Quarterly
462,4154,44,644,2021-09-26,2024-09-10,2021-09-16,18485,91143,4289,14448,2,36,5,6,30,Commercial,Expired,Quarterly
463,1116,61,339,2023-04-28,2024-03-23,2023-04-18,44479,97269,3328,40131,1,11,5,11,30,Commercial,Expired,Quarterly
464,419,98,722,2024-10-23,2027-10-08,2024-10-13,36505,199784,4312,21011,1,36,5,6,30,Commercial,Expired,Monthly
465,796,63,594,2023-03-10,2025-02-27,2023-02-28,19523,58938,3138,13442,2,24,5,6,60,Commercial,Expired,Quarterly
466,4466,73,699,2024-02-11,2025-01-06,2024-02-01,40950,93841,6533,10835,2,11,10,6,60,Residential,Active,Monthly
467,146,36,415,2023-12-11,2026-11-25,2023-12-01,35285,152771,3257,37712,2,36,5,6,30,Residential,Expired,Monthly
468,1719,36,111,2023-09-24,2024-08-19,2023-09-14,63646,32730,6145,14864,2,11,5,11,30,Residential,Active,Quarterly
469,3016,33,159,2024-11-05,2027-10-21,2024-10-26,18432,82087,5583,10743,1,36,10,11,60,Residential,Active,Monthly
470,4285,48,787,2024-11-25,2026-11-15,2024-11-15,18634,167647,7763,10846,2,24,5,11,60,Residential,Active,Quarterly
471,3233,49,77,2022-06-14,2025-05-29,2022-06-04,65640,178519,5489,14282,2,36,10,11,30,Residential,Active,Monthly
472,956,63,556,2022-02-12,2025-01-27,2022-02-02,65719,174812,3441,36399,1,36,10,6,30,Residential,Active,Monthly
473,744,78,841,2023-03-03,2025-02-20,2023-02-21,52853,41140,2685,15700,2,24,10,6,60,Commercial,Active,Quarterly
474,1157,3,469,2021-06-27,2023-06-17,2021-06-17,50713,32183,4448,12882,1,24,5,11,30,Commercial,Active,Monthly
475,3667,26,740,2022-09-02,2024-08-22,2022-08-23,60281,199298,4559,40869,2,24,10,6,60,Residential,Expired,Quarterly
476,4912,78,872,2024-03-31,2025-02-24,2024-03-21,23121,31381,4202,26908,2,11,10,11,30,Commercial,Active,Monthly
477,3405,28,366,2022-04-04,2025-03-19,2022-03-25,66207,121163,6773,48031,1,36,10,11,30,Residential,Active,Quarterly
478,568,14,520,2023-03-21,2024-02-14,2023-03-11,68747,80573,7346,39447,2,11,10,6,60,Commercial,Active,Quarterly
479,3036,4,840,2021-03-17,2022-02-10,2021-03-07,28704,62434,4426,41335,1,11,5,6,60,Commercial,Expired,Quarterly
480,4339,98,269,2024-08-09,2026-07-30,2024-07-30,69142,171153,3524,26971,2,24,5,6,60,Residential,Active,Quarterly
481,4994,46,740,2022-09-21,2023-08-17,2022-09-11,36432,151855,7114,24629,1,11,10,11,60,Commercial,Expired,Quarterly
482,751,28,431,2021-11-07,2023-10-28,2021-10-28,52963,59763,5521,38790,1,24,5,6,60,Residential,Expired,Monthly
483,4923,7,534,2021-05-31,2024-05-15,2021-05-21,46173,31510,7074,32342,1,36,5,6,30,Commercial,Expired,Monthly
484,494,61,452,2021-03-13,2023-03-03,2021-03-03,34768,133728,5953,25802,1,24,5,6,60,Commercial,Active,Quarterly
485,3507,58,823,2022-12-01,2024-11-20,2022-11-21,31035,96425,7479,29668,2,24,5,6,60,Commercial,Active,Quarterly
486,3514,96,367,2023-09-24,2025-09-13,2023-09-14,19729,110881,7787,33842,2,24,10,6,60,Commercial,Expired,Quarterly
487,4734,86,96,2022-05-12,2023-04-07,2022-05-02,57339,179240,2661,27350,1,11,10,11,60,Residential,Expired,Monthly
488,4921,17,100,2023-06-26,2026-06-10,2023-06-16,56402,166666,6593,11777,1,36,10,6,60,Commercial,Active,Quarterly
489,3917,42,372,2023-10-08,2025-09-27,2023-09-28,67116,192469,7319,48245,2,24,10,6,30,Residential,Active,Monthly
490,4372,19,555,2021-10-17,2024-10-01,2021-10-07,39729,53934,6562,27574,2,36,5,6,60,Residential,Active,Quarterly
491,3925,35,957,2024-05-07,2026-04-27,2024-04-27,28250,96969,6146,27629,2,24,5,6,30,Commercial,Expired,Monthly
492,1930,79,836,2024-12-25,2025-11-20,2024-12-15,36904,184671,4725,13190,2,11,5,11,30,Commercial,Expired,Monthly
493,2278,8,746,2022-07-14,2025-06-28,2022-07-04,34781,70150,4267,49892,1,36,5,11,30,Commercial,Active,Monthly
494,2922,90,895,2024-10-17,2027-10-02,2024-10-07,20701,30794,6617,47832,1,36,10,11,30,Commercial,Expired,Monthly
495,4483,43,47,2024-12-30,2027-12-15,2024-12-20,36818,74992,4750,28376,1,36,10,11,60,Residential,Active,Quarterly
496,1778,91,387,2021-03-25,2023-03-15,2021-03-15,38240,161891,7798,17192,1,24,10,6,30,Commercial,Expired,Monthly
497,4820,37,902,2023-09-21,2026-09-05,2023-09-11,56472,183342,5121,47895,1,36,5,11,30,Residential,Expired,Monthly
498,2151,19,987,2022-10-26,2024-10-15,2022-10-16,50369,98051,6114,47861,2,24,10,6,60,Residential,Expired,Quarterly
499,377,2,582,2024-10-18,2027-10-03,2024-10-08,15700,108578,3875,30633,2,36,10,11,60,Commercial,Active,Quarterly
500,1154,43,444,2021-05-16,2024-04-30,2021-05-06,43652,54168,7634,40349,2,36,10,11,30,Residential,Active,Monthly
501,1709,12,155,2024-09-23,2025-08-19,2024-09-13,60860,169534,5347,39523,1,11,5,11,60,Commercial,Active,Monthly
502,2590,84,132,2023-10-06,2025-09-25,2023-09-26,51537,133470,3613,30276,1,24,10,11,60,Residential,Expired,Monthly
503,2892,44,702,2022-11-05,2024-10-25,2022-10-26,66922,93539,2765,14907,1,24,10,6,60,Commercial,Active,Monthly
504,1763,66,79,2024-02-12,2027-01-27,2024-02-02,48382,134908,7772,16690,2,36,10,11,60,Residential,Expired,Quarterly
505,3765,14,701,2023-05-16,2026-04-30,2023-05-06,39595,105443,4594,41189,2,36,10,11,30,Residential,Expired,Monthly
506,4923,47,910,2021-05-12,2023-05-02,2021-05-02,45948,159041,5644,10244,2,24,5,6,60,Residential,Expired,Quarterly
507,349,37,888,2022-07-28,2025-07-12,2022-07-18,26209,124168,3654,24407,1,36,5,11,60,Commercial,Expired,Monthly
508,4130,89,978,2022-12-08,2025-11-22,2022-11-28,50621,188822,6649,38861,1,36,5,6,60,Residential,Expired,Quarterly
509,789,58,770,2021-07-28,2023-07-18,2021-07-18,30393,140299,3120,25131,2,24,10,11,60,Commercial,Expired,Monthly
510,4115,62,782,2023-01-06,2023-12-02,2022-12-27,45734,167044,3801,39887,1,11,10,6,60,Commercial,Expired,Quarterly
511,4301,11,184,2024-12-19,2027-12-04,2024-12-09,26584,30469,3101,38624,2,36,5,6,30,Commercial,Active,Quarterly
512,769,84,216,2024-02-08,2025-01-03,2024-01-29,45579,132555,6090,13700,1,11,10,6,60,Commercial,Expired,Monthly
513,4895,28,534,2022-06-23,2025-06-07,2022-06-13,39599,68672,5775,30753,2,36,5,6,60,Commercial,Active,Monthly
514,1516,20,613,2023-10-10,2024-09-04,2023-09-30,31852,42619,2184,19109,1,11,5,6,60,Residential,Expired,Monthly
515,4074,65,394,2024-07-04,2027-06-19,2024-06-24,49893,186304,3059,12863,2,36,10,11,30,Commercial,Expired,Monthly
516,3547,30,724,2021-07-26,2024-07-10,2021-07-16,44398,121621,5804,42553,2,36,5,6,30,Commercial,Expired,Monthly
517,538,88,234,2022-03-30,2024-03-19,2022-03-20,31637,109653,6681,16872,2,24,10,11,60,Residential,Active,Monthly
518,3366,6,295,2024-03-08,2026-02-26,2024-02-27,24349,75416,6551,17985,1,24,5,6,30,Commercial,Active,Monthly
519,4653,6,13,2023-10-28,2026-10-12,2023-10-18,66893,113717,5346,18616,2,36,10,11,60,Commercial,Expired,Quarterly
520,859,70,882,2022-03-17,2023-02-10,2022-03-07,21211,74964,7051,21076,2,11,10,6,60,Residential,Expired,Monthly
521,4822,5,866,2023-03-09,2024-02-02,2023-02-27,41978,180954,2504,21394,2,11,5,6,30,Commercial,Active,Monthly
522,4839,7,418,2022-06-22,2025-06-06,2022-06-12,37207,104359,6507,42725,2,36,10,6,30,Residential,Expired,Quarterly
523,2618,57,160,2023-12-29,2025-12-18,2023-12-19,68041,55976,6053,44294,2,24,5,11,60,Commercial,Active,Quarterly
524,107,99,651,2023-08-25,2024-07-20,2023-08-15,25930,88007,3246,30372,2,11,10,11,30,Commercial,Active,Monthly
525,2469,86,58,2022-03-10,2024-02-28,2022-02-28,31491,112419,7413,28530,2,24,10,11,60,Residential,Active,Quarterly
526,2924,30,112,2022-08-04,2023-06-30,2022-07-25,57380,144515,5194,21305,1,11,10,11,30,Commercial,Expired,Monthly
527,1741,76,244,2022-01-17,2025-01-01,2022-01-07,66740,142523,5402,38714,1,36,5,11,30,Commercial,Expired,Monthly
528,3459,93,990,2021-10-22,2022-09-17,2021-10-12,35241,47895,4467,15459,2,11,10,6,60,Residential,Active,Monthly
529,4540,93,686,2023-01-05,2025-12-20,2022-12-26,38267,116463,6679,22395,2,36,10,11,30,Residential,Active,Quarterly
530,4155,75,172,2024-08-02,2027-07-18,2024-07-23,21539,184492,6326,19219,2,36,10,6,30,Residential,Expired,Monthly
531,10,74,265,2022-06-18,2024-06-07,2022-06-08,31965,85795,4869,10800,1,24,10,11,30,Residential,Expired,Monthly
532,1973,46,307,2021-12-28,2024-12-12,2021-12-18,15231,72780,5007,26986,2,36,5,6,30,Commercial,Expired,Quarterly
533,4839,64,531,2024-05-15,2025-04-10,2024-05-05,34489,138447,2442,41761,2,11,10,6,30,Residential,Active,Quarterly
534,4138,86,116,2023-03-19,2024-02-12,2023-03-09,27150,46339,7303,39823,1,11,10,6,60,Residential,Expired,Monthly
535,4059,10,190,2022-11-14,2023-10-10,2022-11-04,30527,61966,6678,26080,1,11,10,11,30,Commercial,Expired,Monthly
536,3242,28,738,2024-10-01,2025-08-27,2024-09-21,32899,183626,4555,36658,2,11,10,11,60,Commercial,Expired,Monthly
537,3646,92,335,2022-10-02,2025-09-16,2022-09-22,17033,131931,7930,14187,1,36,10,6,60,Commercial,Expired,Monthly
538,890,100,889,2024-07-21,2027-07-06,2024-07-11,31635,92597,7239,31448,1,36,10,6,60,Residential,Active,Quarterly
539,1655,18,199,2022-06-20,2024-06-09,2022-06-10,50710,89386,6657,43402,2,24,10,11,30,Residential,Expired,Quarterly
540,3902,97,96,2024-04-06,2025-03-02,2024-03-27,15789,126180,4810,27391,2,11,5,6,60,Commercial,Expired,Monthly
541,827,36,758,2021-05-01,2023-04-21,2021-04-21,28755,67302,5625,42940,2,24,10,6,30,Residential,Expired,Monthly
542,2680,60,730,2023-08-31,2025-08-20,2023-08-21,45163,187359,4542,46617,2,24,5,6,60,Commercial,Expired,Monthly
543,2503,87,947,2021-04-20,2023-04-10,2021-04-10,33252,106785,3519,39070,2,24,10,11,30,Residential,Active,Quarterly
544,3382,5,908,2022-10-16,2024-10-05,2022-10-06,29455,123614,7839,22445,2,24,5,11,60,Residential,Expired,Quarterly
545,3501,19,250,2024-11-02,2026-10-23,2024-10-23,52379,83085,3616,34809,2,24,5,6,30,Commercial,Active,Quarterly
546,263,6,607,2023-05-01,2026-04-15,2023-04-21,24801,53719,5802,29378,1,36,5,11,60,Residential,Active,Quarterly
547,4149,14,193,2022-01-12,2022-12-08,2022-01-02,65594,185887,5323,31370,2,11,5,6,30,Residential,Expired,Monthly
548,691,68,684,2022-09-22,2025-09-06,2022-09-12,51108,176355,5893,18116,1,36,10,11,30,Commercial,Active,Quarterly
549,4528,42,23,2023-12-17,2026-12-01,2023-12-07,20102,187272,4624,35487,2,36,10,11,30,Commercial,Expired,Monthly
550,1189,22,207,2024-03-13,2027-02-26,2024-03-03,46808,131874,5606,18824,2,36,10,11,60,Commercial,Expired,Monthly
551,792,61,949,2023-06-23,2024-05-18,2023-06-13,60646,58140,3313,46092,2,11,5,6,60,Commercial,Active,Monthly
552,2796,83,814,2022-05-30,2024-05-19,2022-05-20,60979,132521,7400,42892,1,24,5,11,60,Residential,Expired,Monthly
553,4644,32,405,2023-08-04,2025-07-24,2023-07-25,45809,186725,3455,41111,2,24,5,11,30,Commercial,Expired,Monthly
554,4050,86,62,2024-02-27,2025-01-22,2024-02-17,68760,42242,7095,12539,2,11,10,11,30,Residential,Expired,Monthly
555,3148,88,754,2022-04-10,2025-03-25,2022-03-31,57960,62119,2517,36868,2,36,5,11,30,Commercial,Expired,Quarterly
556,2437,24,724,2024-03-15,2027-02-28,2024-03-05,62378,62423,5621,40637,2,36,10,11,30,Residential,Active,Quarterly
557,4081,39,522,2022-09-20,2024-09-09,2022-09-10,40264,50033,2716,13424,1,24,10,6,60,Residential,Expired,Quarterly
558,2547,98,804,2023-07-01,2026-06-15,2023-06-21,65298,112418,6736,32129,1,36,10,6,60,Residential,Expired,Monthly
559,4176,99,192,2023-01-30,2025-01-19,2023-01-20,20145,49900,6983,45150,1,24,10,11,60,Residential,Expired,Monthly
560,3259,81,394,2024-03-10,2025-02-03,2024-02-29,67816,90424,7967,43867,1,11,5,11,60,Residential,Expired,Monthly
561,1515,12,861,2024-09-07,2026-08-28,2024-08-28,50167,122295,6140,40276,2,24,10,11,30,Commercial,Expired,Quarterly
562,282,66,297,2024-05-19,2025-04-14,2024-05-09,22984,36138,7051,40601,2,11,5,11,60,Commercial,Expired,Quarterly
563,1922,78,884,2022-10-25,2023-09-20,2022-10-15,52669,144995,2284,14360,2,11,5,6,30,Residential,Expired,Quarterly
564,843,6,394,2023-11-03,2025-10-23,2023-10-24,45763,138286,2669,38097,2,24,5,11,30,Commercial,Active,Monthly
565,3366,55,861,2021-09-26,2023-09-16,2021-09-16,59635,156529,4266,43817,1,24,5,11,60,Residential,Active,Quarterly
566,1669,30,547,2024-05-27,2027-05-12,2024-05-17,54187,139281,6569,40047,1,36,10,11,60,Commercial,Active,Monthly
567,4556,71,264,2022-06-14,2025-05-29,2022-06-04,57124,142908,2680,42228,2,36,5,11,30,Residential,Active,Quarterly
568,4701,68,715,2022-02-08,2025-01-23,2022-01-29,20088,172406,5952,46910,2,36,5,11,60,Commercial,Active,Monthly
569,661,21,58,2023-11-14,2026-10-29,2023-11-04,68753,156895,4991,17738,2,36,5,11,30,Commercial,Expired,Quarterly
570,4143,60,432,2024-06-13,2025-05-09,2024-06-03,68935,80556,6063,26648,2,11,10,6,30,Commercial,Active,Monthly
571,472,87,171,2023-07-08,2024-06-02,2023-06-28,37144,172070,2901,26535,1,11,10,11,30,Residential,Active,Monthly
572,4255,30,944,2023-07-28,2025-07-17,2023-07-18,33510,33162,3775,43711,2,24,5,6,30,Commercial,Active,Monthly
573,687,83,963,2023-12-26,2024-11-20,2023-12-16,61681,57877,5147,35013,1,11,5,11,60,Commercial,Expired,Quarterly
574,1270,10,498,2024-07-15,2025-06-10,2024-07-05,23873,153353,3120,40147,2,11,10,11,30,Commercial,Active,Quarterly
575,1452,84,846,2022-12-03,2023-10-29,2022-11-23,68824,152131,7007,21690,2,11,5,11,60,Residential,Expired,Monthly
576,2304,93,216,2024-06-01,2026-05-22,2024-05-22,23865,179185,5516,40347,1,24,5,11,60,Commercial,Active,Monthly
577,2314,59,749,2023-05-30,2024-04-24,2023-05-20,31887,149377,6521,43614,2,11,10,6,30,Residential,Active,Monthly
578,1853,40,263,2022-11-09,2024-10-29,2022-10-30,62751,142217,2258,16182,1,24,5,6,30,Commercial,Expired,Monthly
579,2326,77,807,2024-05-11,2027-04-26,2024-05-01,48552,100661,3648,16687,1,36,5,11,60,Residential,Expired,Monthly
580,499,15,961,2022-05-25,2024-05-14,2022-05-15,48488,174293,4271,34268,1,24,5,11,30,Residential,Expired,Monthly
581,2839,56,437,2024-06-08,2026-05-29,2024-05-29,36226,81470,6717,40534,1,24,5,6,60,Residential,Active,Quarterly
582,2964,13,574,2022-05-28,2024-05-17,2022-05-18,69947,195937,5902,24794,2,24,10,11,60,Residential,Active,Monthly
583,1693,38,808,2021-06-30,2022-05-26,2021-06-20,55343,165382,5463,34336,2,11,10,11,60,Residential,Active,Quarterly
584,4135,97,15,2021-12-05,2022-10-31,2021-11-25,68548,164117,4256,47063,1,11,5,11,30,Commercial,Expired,Monthly
585,4306,37,972,2024-07-15,2026-07-05,2024-07-05,15240,149301,6735,17680,1,24,10,11,30,Commercial,Active,Quarterly
586,2480,80,427,2024-01-11,2025-12-31,2024-01-01,32932,74137,7600,24454,1,24,5,11,30,Commercial,Expired,Quarterly
587,246,50,954,2021-11-10,2022-10-06,2021-10-31,67707,120616,4965,46305,1,11,10,6,60,Commercial,Expired,Monthly
588,1841,24,730,2023-05-23,2024-04-17,2023-05-13,53070,136484,3603,14528,2,11,10,11,60,Commercial,Expired,Quarterly
589,1074,73,65,2021-06-19,2022-05-15,2021-06-09,51863,155129,4296,21614,1,11,10,11,30,Commercial,Expired,Quarterly
590,2037,100,277,2021-03-21,2023-03-11,2021-03-11,24485,99857,7785,10343,2,24,10,11,60,Commercial,Expired,Monthly
591,3535,76,801,2022-02-14,2023-01-10,2022-02-04,60386,62838,3967,33680,2,11,10,6,30,Residential,Active,Monthly
592,2811,46,772,2024-06-03,2025-04-29,2024-05-24,64745,129799,2132,18993,2,11,10,11,60,Residential,Active,Monthly
593,3880,58,889,2023-04-14,2026-03-29,2023-04-04,40518,167697,2592,44961,1,36,5,6,60,Commercial,Active,Monthly
594,2369,99,947,2024-04-29,2026-04-19,2024-04-19,38870,81855,6668,17015,1,24,5,6,60,Residential,Expired,Monthly
595,1508,90,412,2021-11-03,2022-09-29,2021-10-24,27950,57291,7910,39678,1,11,10,11,60,Commercial,Active,Monthly
596,855,13,719,2024-01-27,2027-01-11,2024-01-17,21464,61423,3822,38043,1,36,10,6,30,Commercial,Active,Quarterly
597,3936,85,217,2024-07-15,2025-06-10,2024-07-05,53048,180020,7517,34081,1,11,5,6,30,Commercial,Expired,Quarterly
598,4359,24,779,2024-05-17,2027-05-02,2024-05-07,26734,151124,5418,17900,1,36,5,6,30,Commercial,Active,Quarterly
599,1055,58,386,2024-07-29,2025-06-24,2024-07-19,40788,164334,3813,33127,1,11,5,11,60,Commercial,Active,Quarterly
600,595,9,218,2021-11-11,2022-10-07,2021-11-01,39395,146585,2343,30993,2,11,5,11,30,Commercial,Expired,Quarterly
601,4132,2,862,2021-09-10,2023-08-31,2021-08-31,54171,130996,5164,47836,2,24,5,11,30,Commercial,Active,Quarterly
602,594,55,951,2022-12-16,2023-11-11,2022-12-06,40420,117363,2740,10316,1,11,10,6,30,Commercial,Active,Quarterly
603,1495,81,678,2024-05-22,2025-04-17,2024-05-12,32778,63493,7454,19327,1,11,10,11,30,Residential,Expired,Quarterly
604,4000,28,955,2023-08-30,2026-08-14,2023-08-20,64683,125320,4659,12876,2,36,5,6,60,Residential,Expired,Monthly
605,3900,79,383,2021-09-05,2024-08-20,2021-08-26,16870,140525,3378,32680,1,36,10,6,60,Commercial,Expired,Monthly
606,3623,29,65,2022-10-10,2025-09-24,2022-09-30,49713,90117,6002,20711,1,36,5,6,60,Commercial,Expired,Quarterly
607,2045,67,491,2023-04-11,2025-03-31,2023-04-01,50187,184001,7805,48519,1,24,5,6,60,Commercial,Active,Monthly
608,3660,40,879,2024-11-29,2025-10-25,2024-11-19,42016,113032,3111,45979,2,11,10,6,60,Residential,Active,Quarterly
609,4225,71,545,2021-02-16,2023-02-06,2021-02-06,19702,67704,2835,39541,2,24,10,11,60,Commercial,Active,Quarterly
610,3487,10,820,2022-08-09,2025-07-24,2022-07-30,28604,52228,3210,11607,2,36,5,6,60,Residential,Expired,Quarterly
611,1005,46,251,2023-04-18,2025-04-07,2023-04-08,62364,92016,6614,17084,1,24,5,6,30,Commercial,Active,Quarterly
612,2575,47,943,2021-04-16,2023-04-06,2021-04-06,51597,120074,4188,23853,2,24,10,11,30,Residential,Active,Monthly
613,4581,3,291,2024-08-02,2026-07-23,2024-07-23,66227,154390,2768,30492,2,24,10,11,30,Commercial,Active,Quarterly
614,3288,48,872,2024-07-15,2025-06-10,2024-07-05,49112,165605,6161,48269,2,11,10,6,60,Commercial,Expired,Monthly
615,143,77,500,2023-04-16,2024-03-11,2023-04-06,28236,132324,7022,34075,1,11,5,11,60,Residential,Expired,Monthly
616,4891,79,162,2023-05-16,2025-05-05,2023-05-06,32693,104227,2215,22723,2,24,5,11,60,Commercial,Expired,Monthly
617,1023,12,308,2024-06-04,2027-05-20,2024-05-25,15027,72188,5472,24097,1,36,5,6,60,Commercial,Expired,Quarterly
618,4253,26,753,2021-03-23,2024-03-07,2021-03-13,45811,120100,3868,46018,1,36,5,11,60,Residential,Active,Quarterly
619,2369,46,402,2024-08-29,2027-08-14,2024-08-19,67337,32195,3499,46318,2,36,5,11,30,Commercial,Expired,Quarterly
620,599,7,991,2021-02-08,2022-01-04,2021-01-29,25987,49923,4921,40749,1,11,10,6,30,Residential,Expired,Monthly
621,2238,79,811,2022-07-16,2025-06-30,2022-07-06,22438,138255,7262,25216,1,36,10,11,60,Commercial,Active,Quarterly
622,680,65,689,2023-08-04,2026-07-19,2023-07-25,67622,172611,4861,19574,1,36,5,11,60,Commercial,Active,Quarterly
623,1247,19,546,2021-08-23,2022-07-19,2021-08-13,23108,162818,5491,10391,1,11,5,6,30,Commercial,Active,Monthly
624,3589,84,112,2022-09-08,2025-08-23,2022-08-29,22299,175256,7825,28649,2,36,10,6,30,Residential,Active,Monthly
625,4833,55,907,2023-11-09,2026-10-24,2023-10-30,56877,124456,4952,32143,1,36,10,6,60,Residential,Expired,Quarterly
626,3288,88,219,2022-03-09,2025-02-21,2022-02-27,27334,71664,2255,25590,1,36,10,11,30,Commercial,Active,Monthly
627,3486,52,857,2022-02-22,2024-02-12,2022-02-12,64348,151781,3863,20174,1,24,10,6,30,Residential,Active,Monthly
628,2290,23,903,2021-01-07,2022-12-28,2020-12-28,22653,139937,5729,22229,1,24,10,11,30,Commercial,Active,Quarterly
629,42,82,928,2022-09-07,2024-08-27,2022-08-28,49029,195004,7881,13930,1,24,5,11,60,Residential,Expired,Monthly
630,2694,96,372,2021-06-06,2024-05-21,2021-05-27,35012,111190,3367,13626,1,36,10,11,30,Commercial,Expired,Quarterly
631,3366,58,202,2023-05-13,2026-04-27,2023-05-03,35292,179889,4588,16443,1,36,5,11,60,Residential,Expired,Monthly
632,2624,81,803,2023-03-31,2026-03-15,2023-03-21,39833,64360,2795,13203,2,36,5,6,60,Residential,Expired,Quarterly
